"io-title","RIVALS"
"io-shop-unclaimed","メダルを購入するためにアカウントを申請する"
"io-shop-unverified","メダルを購入するために、Eメールアドレスの確認を完了してください。"
"io-shop-refresh","データを更新する"

"io-transact-selection","選択内容"
"io-transact-cost","メダルが必要です。"
"io-transact-noFunds","メダルが不足しています！"
"io-transact-crate-desc","遠征用木箱を確保すると、以降の遠征で永続的にその木箱を利用することができます。"
"io-transact-explorerSlot-desc","ポートレートスロットにセットすることで、以降の遠征でそのポートレートを再度利用することができます。"
"io-transact-processing","処理中"
"io-transact-success","成功！"
"io-transact-failure","取引処理に失敗しました！"

"io-ruler-west","西"
"io-ruler-east","東"
"io-ruler-north","北"
"io-ruler-south","南"

"compass-e","東"
"compass-ne","北東"
"compass-n","北"
"compass-nw","北西"
"compass-w","西"
"compass-sw","南西"
"compass-s","南"
"compass-se","南東"

"tooltip-io-news","ニュース"
"tooltip-map-claims","発見成果"
"tooltip-map-hubs","発見済みの前哨基地"
"tooltip-map-pockets","地形"
"tooltip-map-timeline","タイムライン"
"tooltip-packs-recent","最近"
"tooltip-packs-rarity","レアリティ"
"tooltip-packs-type","タイプ"
"tooltip-score-claims","発見成果"
"tooltip-score-goals","ピラミッド"

"tile-newregion","新たな地域に入りました！"
"io-claim","この地域を発見した探検家"
"io-unclaimed","未発見の地域"
"io-claimed","地域が発見されました！"
"io-discovered","地域が踏査されました！"
"io-manage-account","アカウント編集"
"io-claim-account","アカウントを申請する"
"io-evt-user","私たちは、[タイトル|言葉|マーク|スクリプト|手紙]が色あせた[日記|日誌|本]など、いくつかの個人的な[所持品|品物|所有物|雑貨][に気付きました|を見つけました|を見ました|を発見しました]。「$playerNameの[遠征|日誌|旅|旅行|冒険]。」私は、私たちの[遠征|旅|旅行|冒険]がそんなふうに終わらないことを[望みました|祈りました]。"
"io-highscores","ハイスコア"
"io-highscores-top","トップスコア"
"io-highscores-claims","最も多く発見されたもの"
"io-highscores-mine","最高スコア"
"io-highscores-lifetime-score","これまでで最高のスコア"
"io-highscores-lifetime-goals","最も多く発見されたピラミッド"
"io-highscores-lifetime-goalspeed","最も速く発見されたピラミッド"
"io-highscores-goals","発見されたピラミッド"
"io-highscores-page","$page ページ目"
"io-help-standing","悪い評価は永続的なものではありません。悪い行いも、時とともにいつか忘れ去られることでしょう。"
"io-hub-name","前哨基地"
"io-hub-approach-action","アンロックされた前哨基地"
"io-hub-enter-action","前哨基地に入る"
"io-hub-unlocked","$val箇所の前哨拠点が発見済みです！"

"io-user-best-score","最も有名な遠征"
"io-user-best-claims","単一の世界で最も多く発見された地域"
"io-user-best-pyramid-rank","最高のピラミッド発見ランク"
"io-user-best-pyramid-time","最も速く発見されたピラミッド"
"io-user-best-pyramid-count","発見されたピラミッドの数"
"io-user-best-num-expeditions","遠征の回数"
"io-user-best-num-worlds","プレイした世界の数"
"io-user-best-num-claims","地域の総数"
"io-user-best-num-hubs","発見された前哨基地の数"

"io-pyramid-unclaimed","RIVALSの世界には黄金のピラミッドが1つしかありません。それを発見すると、世界の終わりを知らせるタイマーが作動します。"

"io-livelog-claim","$userが$segmentで1つの地域（$xCoord、$yCoord）を発見しました"
"io-livelog-death","$userの[遠征|旅行|冒険|旅]は、$days日後に$segmentで[終了しました|終わりました|失敗しました|完了しました|悲劇的な結末を迎えました|失敗に終わりました|終わりました]。また、$fameの名声を得ました。"
"io-livelog-newTopScore","$fameの名声を得た、$userの[奇跡の|印象的な|素晴らしい|最高の|驚異的な|非常識な|素晴らしい|美しい][遠征|旅行|冒険|旅]は現在、最も有名です！"
"io-livelog-newTopClaims","$fameの名声を得た、$userの[奇跡の|印象的な|素晴らしい|最高の|驚異的な|非常識な|素晴らしい|美しい][遠征|旅行|冒険|旅]では現在、最も多くの地域（$claimsつの地域）が発見されました！"
"io-livelog-newTrek","$userが$segmentで新しい[遠征|旅行|冒険|旅]を始めました"
"io-livelog-unlockedOutpost","前哨基地が発見されたため、$oldnameは現在、$newnameとして[知られています|呼ばれています|命名されています]"
"io-livelog-foundSeal","$userは$segmentで金印[に出会いました|を見つけました|を発見しました|を探検しました]（$xCoord、$yCoord）。"
"io-livelog-goal-unlock","探検家$userが黄金のピラミッドに到達しました！"
"io-goldenSeal","光の柱は、$pyramidDirを指しているように見えました。しばらくした後に点滅しました。[そちらへ行ったら何を見つけるでしょうか？|その方向に進むべきではないかと思います。|光をついて行くのは悪い考えだと確信しています。|そちらへ行くと、恐ろしいことが起こると思います。|光について行くと、きっと名誉を得るでしょう！]"

"io-salvage-verb","救出"

"io-hub-first","流れの速い川への不思議な旅をした後、_$segmentnameの前哨基地_に到着しました。ここに私を送った_探検家クラブ_は、この広大な土地を探検するのに必要な装具を提供してくれましたが、私がここにいるべき理由についてはあまり答えがありませんでした。前進するための方法は、出発して探検することだけでした！冒険が待っていました！"
"io-hub-enter","_$segmentnameの前哨基地_に到着した私は、すぐに気分が良くなりました。そこでは、多くの便利なサービスを利用できました。"
"io-hub-main","私はまだ_前哨基地_にいました。出発する前に準備をした方がいいと思いました。何をすべきでしたか？"
"io-hub-main-action","前哨基地に帰還する"

"io-hub-healUnits-action","医務室を訪れる"
"io-hub-healUnits-enter","私は医務室を訪れました。医師が近づいて、誰かに治療が必要かと尋ねました。"
"io-hub-healUnits-return","医者は他に何か必要か尋ねました。"
"io-hub-healUnits-treatUnit","$nameを治療する"
"io-hub-healUnits-deal","ドクターは$nameが苦しめられていた肉体的、精神的な傷の両方を治療してくれた。治療後、$Heはまるで新たに生まれ変わったかのように快復した。"

"io-hub-ask-action","この土地について質問する"
"io-hub-ask-return","別の質問をする"
"io-hub-ask-main","すべての前哨基地には_バッジ奉仕者_があります。ばかな質問に答えることが主な仕事ではありませんが、軽蔑の表情で答えました。"
"io-hub-ask-return-txt","_バッジ奉仕者_は音を立てずにあなたをにらみ付けながら、別の質問をすることを迫りました。"
"io-hub-ask-regions","地域について質問する"
"io-hub-ask-outposts","前哨基地について質問する"
"io-hub-ask-pyramid","黄金のピラミッドについて質問する"
"io-hub-ask-crates","木箱について質問する"
"io-hub-ask-medals","メダルについて質問する"
"io-hub-ask-provinces","地方について質問する"
"io-hub-ask-badges","バッジについて質問する"
"io-hub-ask-fame","名声について質問する"
"io-hub-ask-regions-txt","奉仕者は次のように説明しました。この世界は等しい広さの複数の_地域_に分割されています。すべての地域には座標が割り当てられます。例えば、この前哨基地は$currentRegionにあります。ある地域を発見するには、その地域内のすべての場所を発見しなければなりません。発見した地域は、あなた（$name）によって発見された地域としてマークされ、あなたの名声は高まります。発見された地域はあなたの_ライバル_に表示され、みんなの_世界地図_に記されます。"
"io-hub-ask-outposts-txt","奉仕者は次のように説明しました。_前哨基地_は、_探検家クラブ_によって設立された、この未知の土地の文明地区です。この_前哨基地_と他のすべての前哨基地は、流れの速い_川_によって一緒に連結されています。他の前哨基地を見つけるには、川に沿って行くか、最も近い未発見の前哨基地を指すコンパスを使用します。あなた（$name）が最初に見つけた前哨基地は、あなたの栄誉をたたえて名付けられます！しかし、_ライバル_があなたの足跡をたどって、そこから将来の遠征を簡単に始めることができます。"
"io-hub-ask-pyramid-txt","奉仕者は、本当に[興奮した|神経質な|臆病な|希望に満ちた|おびえた|不思議そうな|困惑した|困惑した|うんざりした]目で次のように説明しました。この世界には一つの_黄金のピラミッド_しかありません！黄金のピラミッドを見つけるには、道を照らす最初の金印を探してください。金印は最も厳しい地方でのみ見つけることができます。あなたまたは_ライバル_のうちの一人がピラミッドを見つけると、間もなく世界の終わりになります。しかし、心配しないでください！新しい世界がすぐに登場します。"
"io-hub-ask-crates-txt","奉仕者は次のように説明しました。あなたが場所を探検して発見すると、新しい_木箱_を受けます。現在の遠征では役に立たないが、将来の遠征ではこれらの木箱を利用して旅行を準備することができます。"
"io-hub-ask-medals-txt","奉仕者は次のように説明しました。あなた（$name）は地域を発見したことと他の功績に対する報酬として_メダル_を受け取ります。これらのメダルを使用して、木箱を_確保_できます。確保された木箱は、一度使用すると失われるのではなく、永久に使用できます。"
"io-hub-ask-provinces-txt","奉仕者は次のように説明しました。探検に反対する傾向に従って、地域は_地方_にグループ化されています。この前哨基地は、$segmentnameと呼ばれる地方にあります。新しい地方に入ると、その地方の名前と難易度の評価がはっきり表示されます。すべての地方に前哨基地があるわけではないことに注意してください。"
"io-hub-ask-badges-txt","奉仕者は次のように説明しました。いくつかの木箱には_バッジ_が含まれています。これらのバッジを使用して、新しい機会を生み出すような方法で新しい旅行を準備することができます。バッジがあると、謙虚な_バッジ奉仕者_が非常に喜んで支援してくれます。"
"io-hub-ask-fame-txt","奉仕者は次のように説明しました。探検中に地域と前哨基地を発見することで_名声_を高めることができます。しかし、_宝物_で有名人になるには、持っている品物を前哨基地に配達して、前哨基地の人々に大いに感銘を与える必要があります。必要に応じて、見つけた多くの宝物を_回収_して宝石に分解することで、人々に少し感銘を与えることができます。世界が終わると、最も有名な_ライバル_に追加のメダルが授与されます。"
"cl-badgeServant-ask","[本当ですか？|またですか？|もう一つ質問がありますか？|またですか？|質問があまり多いです…|今度は何だい？|質問ですか？|この質問をもう一度検討する必要がありますか？|これはバッジについての質問でしょう。|あなたがピラミッドを見つけることは決してないでしょう。|愚かな探検家がもう一人あります。|ふん。|えー|*あなたを見つめます*]"

"io-deliverFameItems-action","財宝を引き渡す"
"io-deliverFameItems-title","宝"
"io-badgeServant-deliverAnimalSupplies-title","剥製用品"
"evt-polarStation-stash-done","その男は、[すぐに|大急ぎで|可能な限り早く|昼寝をした後]私たちの[貴重品|宝物|商品|品物]を[犬|ハスキー犬]の[そり|宅配便|運送手段]で最寄の前哨基地に[配達|発送]する[ことを約束しました|と言いました|ことを保証しました]。"

"pk-blackMarket","前哨基地で装備を購入するときに、より大きなオファーを利用できます。"
"pk-journalist-1","宝物を配達すると得られる名声を増加させる。"
"evt-harbor-select-action","装備の取引"
"item-help-trade","前哨基地で名声獲得のために交換することができます。"
"io-help-compass","コンパスは最も近い未発見の前哨基地がある方向とそこまでの距離を示します。"

"io-region-article","あの"
"na-io-DifficultySegments","[$ioSpecialの$ioNoun|$ioSpecialの$ioNoun|$ioAdjective $ioNoun|$ioAdjective $ioSpecial]"
"np-io-adjective","[暗い|うつろな|終わりのない|壮大な|黄金の|目に見えない|過酷な|忘れられた|不快な|花盛りの|とても小さい|古代の|すごい|黒い|白い|非現実的な|最も暗い|神聖な|高齢の|若い|生まれたばかりの|死にかけている]"
"np-io-noun","[谷|土地|地方|平原|領地|海峡|山|丘|森林|噴火口|領土|手|足|腹|頭|腕|指|背|輪|クレードル|泉|湧水|入り江|巣穴|剣|盾|星|子ども|父親|先祖|先輩]"
"np-io-special","[神|魂|死|失望|堕落|幸運|狂気|悲しみ|嵐]"

"na-io-unlocked-segments","[$ioNameの$ioNoun|$ioNameの$ioNoun|$ioNameの$ioNoun|$ioNameの$ioSpecial|$ioAdjective $ioName|$ioNameの$ioAdjective $ioSpecial]"

"pk-die-magic","追加の魔法サイコロを受け取ることができる。"
"pk-die-magic-title","魔術師"

"pk-goodReputation-io","評価の値がより早く再び高まります。"

"bonus-standingBias","評価の偏見"
"bonus-turnsForStandingBias","偏見のある評価にかかった日数"

"io-balloon-travel","飛行"
"help-balloon","熱気球を使用して、最寄りの前哨基地に戻ります。熱気球は面積が限られています。"

"pack-automatic","$itemの木箱"
"pack-starter","初心者の木箱"
"pack-survival","生存者の木箱"
"pack-mystery-egg","ミステリアスな卵"
"pack-healthcare","健康管理"
"pack-adventurers-pack","冒険家の木箱"
"pack-tribal-combat","部族戦闘"
"pack-magic-apprentice","見習いの魔術師"
"pack-magic-terraform","テラフォーミング魔術師"
"pack-magic-teleport","テレポート魔術師"
"pack-magic-curse","邪悪な魔術師"
"pack-mushroom-collector","キノコ収集家"
"pack-army-supplies","軍需品"
"pack-shady-trader","怪しい商人"
"pack-scouting","偵察の木箱"
"pack-climber","登山者の木箱"
"pack-arctic","北極地方の木箱"
"pack-chocolate-addict","チョコレート中毒者"
"pack-chocolate-addict-2","チョコレート中毒者2"
"pack-whiskey-lover","ウィスキー愛飲家"
"pack-whiskey-lover-2","ウィスキー愛飲家2"
"pack-simple-needs","シンプルなニーズ"
"pack-effects","私物の木箱"
"pack-musician","音楽家の木箱"
"pack-high","高額な木箱"
"pack-pendulum","振子"
"pack-explosion-expert","爆発のエキスパート"
"pack-sail-ho","出航時刻"
"pack-animal-capacity","動物の積載量"
"pack-art-lover","芸術愛好家"
"pack-lovecraft","ラブクラフト"
"pack-peace","平和の木箱"
"fortune-teller","易者"
"pack-plane-traveller","飛行機旅行者"
"pack-shaman","シャーマン"
"pack-alternative-medicine","代替医療"
"pack-cultist","カルト信者の木箱"
"pack-dino-friends","恐竜の友達"
"pack-monster-master","怪物の主人"
"pack-animal-whisperer","動物と話せる者"
"pack-endlesss-light","無限の光"
"pack-blood-prince","皇子"
"pack-yeti","見込みのない友人"
"pack-battleCat","バトルキャット"
"pack-holyPug","神聖なパグ"
"pack-darkLord","邪悪な領主"
"pack-animalTrade","剥製用品提供業者の木箱"
"pack-hyena-pack","ハイエナの群れ"
"pack-wildlife","野生生物の木箱"
"pack-natives-skills","先住民スキルの木箱"
"pack-natives-magic","先住民知識の木箱"
"pack-lizards","トカゲ人間たちの木箱"
"pack-trader-marbles","装備商人の木箱"
"pack-bbq","バーベキューの木箱"
"pack-mountaineering","ボルダリングの木箱"
"pack-soldiers","アバロンの兵士"
"pack-teslaGun","実験助手の木箱"
"pack-butterflyAssistant","蝶々愛好家の木箱"
"pack-arcticSpecialist","北極専門家の木箱"
"pack-packAnimals","荷役用の動物"
"pack-native-expert","現地専門家の木箱"

"st-feihong-desc","追加の格闘技サイコロを受け取ることができる。"

"io-pyramid-leave","私の名前を刻み込んでください！"

"io-splash-chat-welcome","新しいマルチプレイヤー・ゲームをプレイしていただきありがとうございます！"
"io-splash-chat-title","Curious Expedition _RIVALS_！"
"io-splash-chat-pause","ええ、えーと…"
"io-splash-chat-largeWorld","本当に大きな世界を探検するゲームです。"
"io-splash-chat-notAlone","はい、他のプレイヤーと一緒にプレイできます！"
"io-splash-chat-peoplePlaying","_$playerCount_人の人々がこの世界でプレイしています。"
"io-splash-chat-remembered","地域を発見したプレイヤーの名前を記録しました。"
"io-splash-chat-cool","素晴らしいです！"
"io-splash-chat-right","そうではありませんか？誰もそう思わないようです…"
"io-splash-chat-highscore","ああ、もちろんスコアの高いプレイヤーがあります。"
"io-splash-chat-bestPlayer","現在、$playerBestNameのスコア（$playerBestScore）が最も高いです。"
"io-splash-chat-worldReset","時々、世界とスコアの高いプレイヤーの記録がリセットされます。"
"io-splash-chat-world","現在、$worldDurationの間アクティブである$worldNumber世界でプレイできます。"
"io-splash-chat-donkey","しゃべるロバがあるのはなぜですか？"
"io-splash-chat-oh","ああ…特別な理由はありません。"
"io-splash-chat-seeRest","残りが表示されるまで待ってください。"
"io-splash-chat-adventure","さあ出発してください。冒険が待っています！"

"io-splash-chat-returningPlayer","Curious Expedition：RIVALSを再びプレイしていただきありがとうございます！"
"io-splash-chat-worldInfo","$worldNumber世界は、$worldDurationの間[アクティブであります|実行中です|探検されました]。"
"io-splash-chat-playedSessions","この世界で$playedSessions回の[旅行|遠征|旅]を[行いました|行ってきました]。"
"io-splash-chat-worldExplored","この世界の$worldExploredが[探検|発見|開拓]されました。"
"io-splash-chat-outposts","探検家たちは協力して$unlockedhubsつの前哨基地のロックを解除しました。"
"io-splash-chat-gamesPlayed","あなたは[今まで|これまで|今日まで]この世界で$numgamesthisuser回の[遠征|冒険|旅行|旅]を[しました|始めました|試みました]。"

"io-worldDuration-end","この世界の結末は"
"io-splash-chat-packs","獲得した新しい木箱を確認することを忘れないでください。"
"io-splash-chat-fail","失敗しても大丈夫です。もう一度始めて、別の木箱を試してください。"
"io-splash-chat-friends","友人にRIVALSを薦めてください。"
"io-splash-chat-discord","ディスコード・コミュニティに参加するには、右上のボタンをクリックしてください。"

"io-worldDuration-days","日"
"io-worldDuration-day","日"
"io-worldDuration-hours","時間"
"io-worldDuration-hour","時間"
"io-worldDuration-minutes","分"
"io-worldDuration-minute","分"
"io-worldDuration-seconds","秒"
"io-worldDuration-second","秒"
"io-worldDuration-new","この世界は終わりました！すぐに新しい世界が始まります。"

"io-return-tce","終了"
"io-return-tce-tooltip","Curious Expeditionのシングルプレーヤー・モードに戻る"

"io-discord","ディスコードでRIVALSコミュニティに参加してください！"

"io-st-exhausted-title-1","軽い精神的疲労"
"io-st-exhausted-title-2","中程度の精神的疲労"
"io-st-exhausted-title-3","強い精神的疲労"
"io-st-exhausted-title-4","極度の精神的疲労"
"io-st-exhausted","あなたは長期間の探検で非常に疲れています。正気度コストが増加し、最高正気度が低下しました。"
"io-st-faithless-title","不忠実"
"io-st-faithless","この遠征から戻ってくる希望を失いました。忠誠心を失い続けています。"
"pack-artist","巡回する芸術家"
"pk-greatReputation-title-io","好評"
"pk-bartering-title-io","専門の商人"
"pack-smallArmy","かなりの数"
"pack-huntingTrip","狩猟旅行"
"pack-bestWorlds","両方の長所を持っている木箱"
"pack-combatExplorer","戦闘探検家"

"io-exhausted-1-intro","その夜、私は火のそばに座って、最近負った大きな被害について思いました。何も慰めになりませんでした。足が痛く、温かいお風呂に入りたいでした。私は疲れ切っていました。"
"io-exhausted-1-trek","私は周りを見回し、仲間の顔がどれほど疲れているかを見ました。"

"io-exhausted-2-intro","私は自分の限界点にほぼ達していることを感じました。この遠征は予想よりも長く続いていたので、これからどれだけ耐えられるか分かりませんでした。"
"io-exhausted-2-trek","他の人々も皆、私と同じくらい疲れていたようでした。私はチームをいつまで維持できるのだろうと思いました。"

"io-exhausted-3-intro","もう駄目でした。どうやったらここから出られるか？この遠征を続ければ恐ろしい結果になると確信していました。中断する必要がありました。"
"io-exhausted-3-trek","その他は、単なる自分の影に過ぎませんでした。数日後にはきっとチームが分裂すると思いました。"

"io-exhausted-4-intro","これは狂気じみた行為です。ここに来る前は自分の人生を振り返りませんでした。私は希望を失い、他に何も残っていません。もうすぐ終わりです。"
"io-exhausted-4-trek","他の人たちは黙って座っていました。何日も誰も話していませんでした。まだ彼らを信頼できるか？"

"io-exhausted-single-trek-generic","[最後の数日間、$nameはほとんど話すことがありませんでした|私はあえて$nameに話しかけませんでした|$Nameが何を考えているのだろうと思いました|$Nameは本当にひどく見えました|$nameは静かにすすり泣きました]。[$himがこんなに黙っているのを見たことがありませんでした|$himに荷造りをして、日が昇ると出発するよう言うのが怖かりました|$heが眠っているのか、ただ闇の中を見詰めているのか分かりませんでした|もし私たちが戻ってきたら、$heがどのような話をするのだろうと思いました|自分が$himに何を期待できるかを自問しました]。"
"io-exhausted-single-trek-extreme","[$nameは死にかけていました|私は$nameについて悪い予感がしました]。[私はもし$himを埋めるとどうなるか想像しました|この破滅的な遠征に$himを引きずり込んだことをすまないと思いました]。"
"io-exhausted-animal-generic","[私は$nameを見ました|$nameは黙って火のそばに立っていました|$nameを見ると希望が生まれました|$nameは黙って何かを噛んでいました]。[何年間、私はより忠実な仲間を見たことがありませんでした|$himなしでどのように進むべきか分かりませんでした|$himよりも良い仲間を望めませんでした|この動物は他の何よりも大切なものでした|$Hisは黙って温かい目で私をよく見ました]。"

"io-exhausted-genericComments","[私はとても疲れています。|私たちは家に帰ることができますか？|私たちはここで死ぬでしょう。|これの核心をもう一度教えてください。|私たちはまだ十分に見ませんでした|私はもう数日間起きています！]"

"io-exhausted-keepGoing","背筋をピンと伸ばす、今日はい敗北の日ではないと判断しました。少しでも希望が残っていると感じました。"
"io-exhausted-onward","前進！"

"io-help-days-remaining","この遠征は$days日後に終わります。"

"io-hotAirBalloon-access","熱気球は離陸する準備ができていました。スペースは限られているので、入らない物は置いていくしかありませんでした。"
"evt-hotAirBalloon-stash-action-io","前哨基地へ飛行"

"npc-badgeServant-title","バッジ奉仕者"
"badge-treasureHunter-name","トレジャーハンターのバッジ"
"badge-animalTrade-name","剥製用品提供業者のバッジ"
"badge-treasureHunter","トレジャーハンター協会のバッジ。バッジ奉仕者に提示すると、宝探し用具を定期的に受け取ることができます。"
"badge-animalTrade","剥製師協会のバッジ。バッジ奉仕者に提示すると、収集した動物の戦利品を剥製用品として下取りに出すことができます。動物を殺してもあなたの評価は低がりません。"
"act-badgeServant-intro","バッジ奉仕者を探します"
"act-badgeServant-noBadge","私にはバッジがありません"
"badgeServant-noBadge","その人物はそこに立って、しばらくの間私を見ました。マスクを着けたので顔が見えませんでしたが、私を軽蔑していると感じました。やがてゆっくり首を横に振って、私が去るのを待っていました。"
"badgeServant-intro","鮮やかなオレンジ色のローブを着た、マスクを着けた変な人が近づきました。この場所にいるのはかなり不幸に思えました。大きな旗竿が背中に縛り付けられていたので、遠くからでも見えるようです。[静かな|無感情な|退屈そうな|疲れた|気後れした]声で私にバッジを提示することを求めました。"
"act-badgeServant-treasureHunter","トレジャーハンターのバッジ"
"act-badgeServant-animalTrade","剥製用品提供業者のバッジ"
"act-badgeServant-sellTrophies","動物の戦利品を売る"
"act-badgeServant-tradeFameTrophies","動物の戦利品を配達して名声を獲得する"
"badgeServant-refill-generic","いくつかの文書を調べた後、バッジ奉仕者は静かにうなずきながら、装備が既に出荷されたと私に言いました。バッジをもう一度見せなければなりませんでした。その変な人は強い不信感を持ってバッジを観察しました。イライラしてため息をついた後、奉仕者は包装された新しい装備を私に手渡しました。"
"badgeServant-refill-fail-generic","バッジ奉仕者は私があまり早く帰ったと言いました。次回に出荷された装備が到着するまでにはなお数日かかりました。"
"cl-badgeServant-intro","[私はバッジを持っている探検家にのみ奉仕します|まずバッジを見せることを求めなければなりません|このことは、終わらせてしまいましょう。|バッジを持っていない人には奉仕しません|バッジを持っていないなら、私にも話しかけないでください|私はあなたがバッジを持ってきたはずだと思います。|バッジ協会のみ]。"
"cl-badgeServant-generic-wait","[忍耐は美徳である、と彼らは言います。|あなたはもう少し待つ必要があります。|今日はあなたを助けることができません。|申し訳ありません。|忍耐はあなたの資質の1つではありませんか？]"
"cl-badgeServant-generic-refillTreasureHunter","[さあどうぞ|それを持って去ってください|私の義務を果たしているので、お礼を言う必要はありません|宝をもう少し掘るにはこれで十分なはずです|宝探しに成功することを祈ります]。"
"badgeServant-animalTrade","バッジを再確認した後、奉仕者はもう少し親しみを込めて私を歓迎しました。奉仕者は、私が収集したあらゆる種類の動物の戦利品を買って、貿易品に交換するか、名声を高めることを提案しました。また、剥製師が心底原料を待っていると確信を持って言いました。"
"cl-badgeServant-animalTrade","[ああ、あなたは宝物探を探しています。|結構です。私の顧客は新しい供給品に満足するでしょう。|原料を収集しましたか？|急いで！顧客が待っています。|あなたは私と同じように奉仕者です。]"

"io-endGame","おめでとうございます。あなたはこの遠征を生き抜けましたので、勝ち誇って帰還することができます！"
"io-gameover-success","あなたは勝ち誇って帰還しました！"

"io-pyramid-found","おめでとうございます。あなたは黄金のピラミッドを見つけましたので、ディスコードでCurious Expedition 2 Windows Alphaにアクセスできます！"
"io-pyramid-found-other","ピラミッドは$userによって発見されました。しかし、あなたもピラミッドを見つけて、Curious Expedition 2 Windows Alphaにアクセスすることができます！"
"io-pyramid-not-found","この世界のピラミッドはまだ発見されていません。Curious Expedition 2 Windows Alphaにアクセスするには、ピラミッドを見つけてください！"
"io-pyramid-activate","Alphaにアクセス"

"io-alpha-yourkey","Alphaキー："
"io-alpha-instructions-header","次の手順に従って、今すぐWindowsでCurious Expedition 2 Alphaをプレイしてください！"
"io-alpha-instructions-1","1. 下のボタンをクリックして、ディスコード・サーバーに加入します"
"io-alpha-instructions-2","2. 右側のユーザーのリストにある「Mr. Slippers」をクリックします"
"io-alpha-instructions-3","3. キーを（クリップボードにコピーして）メッセージでMr. Slippersに送信します"
"io-alpha-instructions-4","4. Mr. SlippersがAlphaへのアクセスを許可します"
"io-alpha-join","Alphaにアクセスするためにディスコードに加入します"

"io-alpha-notify-title","Alphaへのアクセスのロックが解除されました！"
"io-alpha-notify-desc","Curious Expedition 2のプレイ方法については、設定メニューをご覧ください。"

"pl-arcticHunter-title","現地ハンター"
"st-pathfinder-1-title","経路探索者1"
"st-pathfinder-2-title","経路探索者2"
"st-pathfinder-3-title","経路探索者3"
"st-pathfinder-4-title","経路探索者4"
"st-pathfinder-description","北極地域での移動コストが減少しました。"
"evt-village-recruit-select-humanoid-arcticHunter-action","ハンターの$name"
"evt-village-recruit-select-humanoid-arcticHunter","[氷で覆われたこの地域についての知識はめったに手に入らない|その状況でガイドが大いに役立つと確信していた|北極圏でしばらく時間を過ごすはずだった]ので、$nameを喜んでチームに受け入れました。"

"pl-scientificAssistant-title","科学助手"
"pk-researchAssistance-1-title","研究助手1"
"pk-researchAssistance-2-title","研究助手2"
"pk-researchAssistance-3-title","研究助手3"
"pk-researchAssistance-4-title","研究助手4"
"pk-researchAssistance-description","新しい蝶の標本を発見すると得られる正気度が増える。"

"anm-yakul-title","ヤクル"
