"io-title","RIVALS"
"io-highscores-lifetime-goals","Most Pyramids"
"io-highscores-lifetime-goalspeed","Fastest Pyramids"
"io-highscores-goals","Piramit keşifleri"
"io-highscores-page","Sayfa $page"
"io-help-standing","Olumsuz saygınlık uzun sürmez: kötü kararlar zamanla unutulur"
"io-hub-name","Kamp"
"io-hub-approach-action","Kamp kilidini aç"
"io-hub-enter-action","Kampa girin"
"io-hub-unlocked","$val kamp keşfedildi!"

"io-user-best-score","Most Famous Expedition"
"io-user-best-claims","Most Regions in a single World"
"io-user-best-pyramid-rank","Best Pyramid Discovery Rank"
"io-user-best-pyramid-time","Fastest Pyramid Discovery"
"io-user-best-pyramid-count","Number of Pyramid Discoveries"
"io-user-best-num-expeditions","Number of Expeditions"
"io-user-best-num-worlds","Number of Worlds Played"
"io-user-best-num-claims","Total Number of Regions"
"io-user-best-num-hubs","Number of Outposts Discovered"

"io-pyramid-unclaimed","There is a single Golden Pyramid in the world of RIVALS. Once it's discovered, a timer will begin that signals the end of the world."

"io-livelog-claim","$segment içindeki bölge $user ($xCoord, $yCoord) tarafından keşfedildi"
"io-livelog-death","$user'ın [seferi|göçü|macerası|yolculuğu] $fame şöhret ile $days gün sonra $segment içinde [sonu geldi|sona erdi|başarısız oldu|bittti|trajediyle bitti|başarısızlıkla sonuçlandı]"
"io-livelog-newTopScore","$user'ın [inanılmaz|etkileyici|harika|görkemli|muhteşem|çılgın|büyük|güzel] [seferi|göçü|macerası|yolculuğu] şimdi $fame şöhret ile en ünlü!"
"io-livelog-newTopClaims","$user'ın [inanılmaz|etkileyici|harika|görkemli|muhteşem|çılgın|büyük|güzel] [seferi|göçü|macerası|yolculuğu] şimdi $claims bölgeleri ile en çok keşiflere sahip!"
"io-livelog-newTrek","$user $segment içinde yeni bir [sefere|göçe|maceraya|yolculuğa] başladı"
"io-livelog-unlockedOutpost","$oldname şimdi $newname olarak [biliniyor|çağırılıyor|deniliyor] Outpost keşfedildiği gibi"
"io-livelog-foundSeal","$user $segment içinde $xCoord, $yCoord'de bir Altın Mühür ile [karşılaştı|buldu|keşfetti]."
"io-livelog-goal-unlock","$user altın piramide ulaştı!"
"io-goldenSeal","Işık sütunu $pyramidDir'i gösteriyor gibi görünüyordu. O birkaç dakika sonra göz kırptı.[Biz bu şekilde gidersek ne bulabiliriz?|Acaba biz bu yöne gitmeli miyiz.|Ben ışığı takip etmenin kötü bir fikir olacağından eminim.|Ben bu şekilde gidersek sadece korkunç şeylerin olabileceğini hayal ediyorum.|Eğer biz ışığı takip edersek, elbette şan buluruz!]"

"io-salvage-verb","Hurdala"

"io-hub-first","After a strange journey up a fast-flowing river, I arrived at the _Outpost of $segmentname_. The _Explorer Club_ that sent me here had provided me with the equipment I would need to explore this vast land, but not much in the way of answers as to why I was here. There was only one way forward: to set out and explore! Adventure Awaited!"
"io-hub-enter","I arrived at the _Outpost of $segmentname_, and immediately felt better. There were many useful services there that I could take advantage of."
"io-hub-main","I was still at the _Outpost_. I realised I had better prepare before heading out. What was left to do?"
"io-hub-main-action","Kampa dön"

"io-hub-healUnits-action","Reviri ziyaret et"
"io-hub-healUnits-enter","I visited the sick bay. A doctor approached, and asked who needed treatment."
"io-hub-healUnits-return","The doctor asked if he could do anything else for me."
"io-hub-healUnits-treatUnit","$name iyileştir"
"io-hub-healUnits-deal","Doktor $name in hem fiziksel hem de zihinsel yaraları tedavi etti. $He yeni doğmuş gibiydi."

"io-hub-ask-action","Ask questions about this land"
"io-hub-ask-return","Ask another question"
"io-hub-ask-main","In every outpost there is a _Badge Servant_. Answering foolish questions is not its main task, but he will do so, with undisguised contempt."
"io-hub-ask-return-txt","The _Badge Servant_ glared at you without a sound, daring you to ask another question."
"io-hub-ask-regions","Ask about Regions"
"io-hub-ask-outposts","Ask about Outposts"
"io-hub-ask-pyramid","Ask about the Golden Pyramid"
"io-hub-ask-crates","Ask about Crates"
"io-hub-ask-medals","Ask about Medals"
"io-hub-ask-provinces","Ask about Provinces"
"io-hub-ask-badges","Ask about Badges"
"io-hub-ask-fame","Ask about Fame"
"io-hub-ask-regions-txt","The Servant explained: this world is split into _Regions_ of equal size. Every Region is assigned a coordinate - for example, this Outpost lies at $currentRegion. To discover a Region, simply discover all the locations within it. It will then be marked as discovered by you, $name, and you will become more famous. Discovered regions are visible to your _Rivals_, and marked on everyone's _World Map_."
"io-hub-ask-outposts-txt","The Servant explained: _Outposts_ are pockets of civilization in this strange land, established by the _Explorer Clubs_. This and every other Outpost lies on a swift _river_, all connected together. To find other Outposts, just follow the rivers - or use your compass, which will point to the closest undiscovered Outpost. If you, $name, are the first to find an Outpost, it shall be named in your honour! But: your _Rivals_ can follow in your footsteps and begin their future Expeditions from there with ease."
"io-hub-ask-pyramid-txt","The Servant explained, with a glimpse of true [excitement|nervousness|trepidation|hope|fear|wonder|bewilderment|hostility|boredom] in its eye: there is but a single _Golden Pyramid_ in this world! To find it, seek first Golden Seals that will light the way - though these can only be found in the most challenging of Provinces. Once the pyramid is found by either you or one of your _Rivals_, the end of the world is nigh - but fret not! A new world will soon take its place."
"io-hub-ask-crates-txt","The Servant explained: as you explore and discover Locations, you will be awarded new _Crates_. While not useful for your current expedition, your future expeditions will have access to these crates, to equip their trek."
"io-hub-ask-medals-txt","The Servant explained: you shall be granted _Medals_, $name, as a reward for discovering Regions, as well as for other things. With these medals you can _hold_ a Crate. Held crates can be used forever, instead of being lost once used."
"io-hub-ask-provinces-txt","The Servant explained: Regions are grouped together into _Provinces_, according their resistance to exploration. This Outpost lies in the province called $segmentname. You will know that you have entered a new Province as its name and difficulty rating will be apparent. Note that not all Provinces contain an Outpost."
"io-hub-ask-badges-txt","The Servant explained: some Crates contain _Badges_. These can be used to equip a new Trek in such a manner as to create new opportunities, with which your humble _Badge Servant_ will be excruciatingly happy to assist."
"io-hub-ask-fame-txt","The Servant explained: you can become more _famous_ as you explore, by discovering Regions and Outposts. But in order to become famous from _treasure_, you must deliver any items you have to an Outpost. The people here will be most impressed. If you want, you can _salvage_ many treasures you find, and break them down into jewels. The people will be a bit less impressed then. But still somewhat impressed. When the world ends, the most famous _Rivals_ will be rewarded with an extra Medal."
"cl-badgeServant-ask","[Really?|Again?|Another one?|Not another one!|So many questions...|What now?|A question, is it?|Must we go over this again?|This had better be about badges.|You'll never find the Pyramid.|Another foolish Explorer.|Hmph.|Gah!|*stares at you*]"

"io-deliverFameItems-action","Hazineleri teslim et"
"io-deliverFameItems-title","Hazineler"
"io-badgeServant-deliverAnimalSupplies-title","Tahnitçilik Tedarikleri"
"evt-polarStation-stash-done","Adam [değerli eşyalarımızın|hazinelerimizin|mallarımızın|öğelerimizin], [köpek|husky] [kızağı|kuryesi|taşıtı] ile en yakın Outpost'a [hemen|çok acele|pratik olur olmaz|o kestirdikten sonra] [teslim edileceğine|gönderileceğine] söz verdi."

"pk-blackMarket","Outpost'ta ekipman satın alırken daha büyük bir teklife erişin."
"pk-journalist-1","Hazineler sunarken kazanılan şöhreti arttırır."
"evt-harbor-select-action","Trade for Equipment"
"item-help-trade","Can be traded in for fame at an Outpost."
"io-help-compass","The compass shows you which direction the closest undiscovered Outpost is in, and how far away it is."

"io-region-article","The"
"na-io-DifficultySegments","[$ioNoun of $ioSpecial|The $ioNoun of $ioSpecial|The $ioAdjective $ioNoun|$ioAdjective $ioSpecial]"
"np-io-adjective","[Koyu|İçi Boş|Sonsuz|Büyük|Altın|Görünmez|Bağışlanmaz|Unutulan|Çürük|Çiçeklenme|Minik|Eski|Kanama|Siyah|Beyaz|Gerçek Dışı|En Koyu|Kutsal|Daha Yaşlı|Daha Genç|Yenidoğan|Ölen]"
"np-io-noun","[Vadi|Arsa|İl|Ovalar|Alan|Kemer|Dağlar|Tepeler|Orman|Krater|Diyar|Eller|Ayaklar|Göbek|Baş|Kol|Parmak|Geri|Tekerlek|Beşik|Kaynak|İlkbahar|Koy|Sığınak|Kılıç|Kalkan|Yıldız|Çocuk|Baba|Ata|Kıdemli]"
"np-io-special","[Tanrılar|Ruh|Ölüm|Umutsuzluk|Mahvoluş|Şans|Çılgınlık|Üzgünlük|Fırtınalar]"

"na-io-unlocked-segments","[The $ioNoun of $ioName|$ioName's $ioNoun|$ioNoun of $ioName|$ioSpecial of $ioName|$ioAdjective $ioName|$ioName's $ioAdjective $ioSpecial]"

"pk-die-magic","Bir adet sihir zarı al."
"pk-die-magic-title","Sihirbaz"

"pk-goodReputation-io","Mevki zamanla yükselir."

"bonus-standingBias","Mevki ön yargısı"
"bonus-turnsForStandingBias","Mevki ön yargısının kalkmasına kalan gün"

"io-balloon-travel","Uçmak"
"help-balloon","Bir sıcak hava balonu kullanarak en yakın kampa dönün. Balonun içindeki alan sınırlıdır."

"pack-automatic","$item Kasa"
"pack-starter","Başlangıç Kasası"
"pack-survival","Hayatta Kalma Kasası"
"pack-mystery-egg","Gizemli Yumurta"
"pack-healthcare","Sağlık hizmeti"
"pack-adventurers-pack","Maceracılar Kasası"
"pack-tribal-combat","Kabile mücadelesi"
"pack-magic-apprentice","Sihirbaz çırağı"
"pack-magic-terraform","Terraform Büyücü"
"pack-magic-teleport","Işınlanma sihirbazı"
"pack-magic-curse","Kötü Büyücü"
"pack-mushroom-collector","Mantar toplayıcısı"
"pack-army-supplies","Ordu malzemeleri"
"pack-shady-trader","Gölgeli Tüccar"
"pack-scouting","İzcilik Kasası"
"pack-climber","Dağcı Kasası"
"pack-arctic","Arktik Kasası"
"pack-chocolate-addict","Çikolata bağımlısı"
"pack-chocolate-addict-2","Çikolata Bağımlısı 2"
"pack-whiskey-lover","Viski aşığı"
"pack-whiskey-lover-2","Viski Aşığı 2"
"pack-simple-needs","Basit ihtiyaçlar"
"pack-effects","Etkiler Kasası"
"pack-musician","Müzisyen Kasası"
"pack-high","Yüksek Kasa"
"pack-pendulum","Sarkaç"
"pack-explosion-expert","Patlayıcı Uzmanı"
"pack-sail-ho","Yelken Ho"
"pack-animal-capacity","Hayvan kapasitesi"
"pack-art-lover","Sanat aşığı"
"pack-lovecraft","Aşk zanaati"
"pack-peace","Barış Kasası"
"fortune-teller","Falcı"
"pack-plane-traveller","Uçak yolcusu"
"pack-shaman","Şaman"
"pack-alternative-medicine","Alternatif ilaç"
"pack-cultist","Tarikat Kasası"
"pack-dino-friends","Dinozor arkadaşlar"
"pack-monster-master","Canavar sahibi"
"pack-animal-whisperer","Hayvanlara fısıldayan"
"pack-endlesss-light","Sonsuz ışık"
"pack-blood-prince","Kan prensi"
"pack-yeti","Olası arkadaş"
"pack-battleCat","Savaş kedisi"
"pack-holyPug","Kutsal köpek"
"pack-darkLord","Karanlık Lordu"
"pack-animalTrade","Tahnitçilik Tedarikçi Kasası"
"pack-hyena-pack","Pack of Hyenas"
"pack-wildlife","Wildlife Crate"
"pack-natives-skills","Native Skills Crate"
"pack-natives-magic","Native Knowledge Crate"
"pack-lizards","Lizardpeople Crate"
"pack-trader-marbles","Equipped Trader Crate"
"pack-bbq","Barbeque Crate"
"pack-mountaineering","Bouldering Crate"
"pack-soldiers","Soldiers of Avalon"
"pack-teslaGun","Lab Assistant Crate"
"pack-butterflyAssistant","Butterfly Enthusiast Crate"
"pack-arcticSpecialist","Arctic Specialist Crate"
"pack-packAnimals","Beasts of Burden"
"pack-native-expert","Native Expert Crate"

"st-feihong-desc","Receives an additional Martial Arts die."

"io-pyramid-leave","Benim adımı kazıyın!"

"io-splash-chat-welcome","Yeni çok oyunculu oyunumuza hoş geldiniz!"
"io-splash-chat-title","Curious Expedition _RIVALS_!"
"io-splash-chat-pause","Evet, um..."
"io-splash-chat-largeWorld","Gerçekten büyük dünyalar keşfetmek hakkında bir oyundur."
"io-splash-chat-notAlone","Evet, diğer oyuncular ile birlikte!"
"io-splash-chat-peoplePlaying","_$playerCount_ kişi son birkaç saat içinde oynuyordu."
"io-splash-chat-remembered","İsimlerini keşfettikleri bölgeler için kaydettik."
"io-splash-chat-cool","Bu muhteşem!"
"io-splash-chat-right","Evet, değil mi? Sanki No Man's..."
"io-splash-chat-highscore","Ve tabii bir yüksek skor vardır."
"io-splash-chat-bestPlayer","Şu anda $playerBestName en yüksek skor olan $playerBestScore sahibir."
"io-splash-chat-worldReset","Arada bir en yüksek skor ve dünya sıfırlanır."
"io-splash-chat-world","Şuandaki dünya $worldNumber ve $worldDuration den beri aktif."
"io-splash-chat-donkey","Neden konuşan bir eşek var?"
"io-splash-chat-oh","Oh... Bu bir şey değil."
"io-splash-chat-seeRest","Kalanı görene kadar bekleyin."
"io-splash-chat-adventure","Şimdi git, macera bekliyor!"

"io-splash-chat-returningPlayer","Curious Expedition RIVALS a Tekrardan Hoş Geldiniz!"
"io-splash-chat-worldInfo","$worldDuration süredir $worldNumber [ aktif|çalışıyor|keşfedildi]."
"io-splash-chat-playedSessions","Son zamanlarda$playedSessions [Ekipler|seferler|yolculuklar] [vardı|olmuştur]."
"io-splash-chat-worldExplored","$worldExplored kadar dünya [keşfedildi|bulundu]."
"io-splash-chat-outposts","Kombine bir çaba içinde kaşifler $unlockedhubs tane kamp açtılar."
"io-splash-chat-gamesPlayed","[şimdiye dek|şuana kadar|simdiye kadar] sen $numgamesthisuser kadar [keşiflere|maceralara|yolculuklara] [gittin|başladın|denedin]."

"io-worldDuration-end","Bu dünya sona erecek"
"io-splash-chat-packs","Kazandığınız yeni Kasaları kontrol etmeyi unutmayın."
"io-splash-chat-fail","Kaybetmek normaldir. Sadece yeniden başlat ve farklı Kasalar ile deneme yap."
"io-splash-chat-friends","Arkadaşlarına RIVALS dan bahset."
"io-splash-chat-discord","Discord topluluğumuza katıl. sadece sağ üstteki butona tıkla."

"io-worldDuration-days","günler"
"io-worldDuration-day","gün"
"io-worldDuration-hours","saatler"
"io-worldDuration-hour","saat"
"io-worldDuration-minutes","dakikalar"
"io-worldDuration-minute","dakika"
"io-worldDuration-seconds","saniye"
"io-worldDuration-second","saniye"
"io-worldDuration-new","Bu dünya bitti! Yeni dünya yakında başlayacak."

"io-return-tce","Quit"
"io-return-tce-tooltip","Return to Curious Expedition's singleplayer mode."

"io-discord","Discord'tan RIVALS topluluğuna katıl!"

"io-st-exhausted-title-1","Hafif zihinsel yorgunluk"
"io-st-exhausted-title-2","Orta zihinsel yorgunluk"
"io-st-exhausted-title-3","Güçlü zihinsel yorgunluk"
"io-st-exhausted-title-4","Aşırı zihinsel yorgunluk"
"io-st-exhausted","Uzun zamandır araştırmaktan çok yoruldunuz. Artan akıl sağlığı maliyetleri ve azaltılmış akıl sağlığı."
"io-st-faithless-title","İnançsız"
"io-st-faithless","Keşfinden geri dönmekten umudunu kesmişti. Devamlı bir şekilde sadakat lığını kaybediyor."
"pack-artist","Seyahat eden sanatçı"
"pk-greatReputation-title-io","Güzel itibar"
"pk-bartering-title-io","Uzman tüccar"
"pack-smallArmy","Küçük ordu"
"pack-huntingTrip","Av gezisi"
"pack-bestWorlds","İki dünyanın en iyisi Kasa"
"pack-combatExplorer","Savaş kaşifi"

"io-exhausted-1-intro","O gece ateşin yanında oturduğumda son günlerin ağır yükünü hissettim. Biraz rahatlık için neler verirdim. Ayaklarım ağrıyor ve sıcak bir banyo için can atıyordum. Yorulmuştum."
"io-exhausted-1-trek","Etrafıma baktım ve arkadaşlarımın yüzlerinin ne kadar yorulduğunu gördüm."

"io-exhausted-2-intro","Kişisel sınırıma ne kadar yakın olduğumu hissettim. Bu keşif beklenenden daha uzun sürdü ve daha ne kadar dayanabileceğimi bilmiyordum."
"io-exhausted-2-trek","Diğer herkes de benim kadar yorgun görünüyordu. Ne kadar uzun süre bir arada tutabileceğimi merak ediyordum."

"io-exhausted-3-intro","Bu oydu. Bunca zamandan sonra burada nasıl devam edebilirim. Devam edersem bunun korkunç bir sona geleceğinden emindim. Benim durmam gerekiyordu."
"io-exhausted-3-trek","Diğerleri sadece gölgelerinden başka bir şey değildi. Sadece birbirlerini parçalamaya başlayacakları güne birkaç gün kaldı."

"io-exhausted-4-intro","Bu delilik. Buraya gelmeden önceki hayatımı hatırlamıyorum. Ben umudumu kaybettim ve başka hiçbir şey kalmadı. Son yakında geliyor."
"io-exhausted-4-trek","Diğerleri orada sessizce oturdu, günlerdir kimse konuşmuyordu. Ben onlara hala güvenebilir miydim?"

"io-exhausted-single-trek-generic","[$name son günlerde zar zor konuşuyordu|Ben $name ile konuşmaya cesaret edemedim|Ben $name'in ne düşündüğünü merak ettim|$Name gerçekten kötü görünüyordu|$name sessizce ağlıyordu].[Ben $him hiç bu kadar sessiz görmemiştim|$him'den toplanıp gün doğumuna devam etmesini istemekten korktum.|$he uyuyor mu yoksa karanlığa mı bakıyordu ayırt edemedim.|Ben geri dönersek $he hangi hikayeyi anlatacağını merak ettim|Ben kendime $him'den ne kadar fazla şey sorabileceğimi sordum]."
"io-exhausted-single-trek-extreme","[$name zar zor hayattaydı|Ben $name hakkında kötü bir hissediyordum].[Ben $him gömmenin nasıl bir his olduğunu hayal ettim|Ben $him bu mecbur geziye sürüklediğim için çok üzgünüm]."
"io-exhausted-animal-generic","[Ben $name'e baktım|$name ateşin yanında sessizce duruyordu|$name'e bakmak bana biraz umut verdi|$name sessizce bir şey üzerinde çiğniyordu].[Tüm o yıllarda ben daha önce hiç sadık bir arkadaş görmemiştim|Ben $him'siz nasıl devam edeceğimi bilemedim|Ben $him'den daha iyi bir arkadaş olmasını dileyemezdim|Bu hayvan benim için her şeyden daha önemliydi|$His sıcak gözleri beni sessizce gözlemliyordu]."

"io-exhausted-genericComments","[Ben çok yorgunum.|Biz eve gidebilir miyiz?|Biz burada öleceğiz.|Bunun yine nesi var?|Biz yeterince göremedik mi?|Ben birkaç gün daha kaldım!]"

"io-exhausted-keepGoing","Sırtımı düzelttim ve bugün yenilgimin günü olmadığına karar verdim. İçimde hala biraz umut kaldığını hissettim."
"io-exhausted-onward","İleri!"

"io-help-days-remaining","Bu sefer $days gün içinde bitecek."

"io-hotAirBalloon-access","Sıcak hava balonu havalanmaya hazırdı. Sadece sınırlı bir alan sundu ve sığmayan her şey geride kalacaktı."
"evt-hotAirBalloon-stash-action-io","Kampa uç"

"npc-badgeServant-title","Rozet Hizmetkar"
"badge-treasureHunter-name","Hazine Avcısı Rozeti"
"badge-animalTrade-name","Tahnitçilik Tedarikçi Rozeti"
"badge-treasureHunter","Hazine avcısı toplumunun bir rozeti. Düzenli olarak hazine avı malzemeleri almak için bir rozet hizmetçisine sunun."
"badge-animalTrade","Tahnitçilikçi toplumun bir rozeti. Toplanan hayvan kupalarını tahnitçilik gereçleri olarak alıp satması için bir rozet hizmetçisine sun. Hayvanları öldürmek duruşunuzu azaltmaz."
"act-badgeServant-intro","Rozet hizmetçisi aramak"
"act-badgeServant-noBadge","Benim rozetim yok"
"badgeServant-noBadge","Rakam orada durdu ve uzun süre bana baktı. Maskenin arkasına gizlenmiş yüz bile olsa, beni hor gördüğünü hissedebiliyordum. Sonunda yavaşça başını sallamaya başladı, gitmemi bekliyordu."
"badgeServant-intro","Parlak turuncu elbiseler giymiş, garip bir şekilde maskeli bir figüre yaklaştım. Bu yerde olmak oldukça mutsuz görünüyordu. Büyük bir bayrak direği sırtına bağlandı, görünüşe göre uzaklardan görülebilecekti. [Bir sessiz|Bir duygusuz|Bir sıkılmış|Bir yorgun|Bir korkunç] ses maskemin arkasına yankılandı ve rozetimi sunmam istendi."
"act-badgeServant-treasureHunter","Hazine Avcısı Rozeti"
"act-badgeServant-animalTrade","Tahnitçilik Tedarikçi Rozeti"
"act-badgeServant-sellTrophies","Hayvan ganimet satmak"
"act-badgeServant-tradeFameTrophies","Şöhret için hayvan ganimetleri teslim et"
"badgeServant-refill-generic","Rozet görevlisi bazı belgelere baktıktan sonra sessizce başını salladı ve yeni bir ekipman nakliyesi olduğunu söyledi. Rozetimi bir kez daha göstermek zorunda kaldım, ki bu garip rakam derin güvensizlikle gözlendi. Bir daha rahatsız iç çekmeden sonra, hizmetçi bana taze malzemeler verdi."
"badgeServant-refill-fail-generic","Rozet görevlisi bana çok erken döndüğümü söyledi. Bir sonraki malzemelerin gönderilmesi, gelmeden birkaç gün önce gerekliydi."
"cl-badgeServant-intro","[Ben sadece rozeti olan kaşiflere hizmet ediyorum|İlk önce rozetini görmek isteyeceğim|Üstesinden gelelim|Rozet yok, hizmet yok|Eğer rozetin yoksa benimle konuşma|Umarım bir rozet getirmişsindir|Sadece rozet toplumu]."
"cl-badgeServant-generic-wait","[Sabır bir erdemdir, derler.|Biraz daha beklemeniz gerekecek.|Ben bugün size yardım edemem.|Ben üzgün değilim.|Sabır niteliklerinizden biri değil, sanırım?]"
"cl-badgeServant-generic-refillTreasureHunter","[Buyrun|Sadece alın ve bırakın|Sadece görevimi burada yapıyorum, bana teşekkür etmenize gerek yok|Bu biraz daha fazla hazine kazmak için yeterli olmalı|Mutlu hazine avcılığı]."
"badgeServant-animalTrade","Rozetimi ikinci kez kontrol ettikten sonra hizmetçi beni biraz daha sıcak karşıladı. Hem ticari mallar hem de şöhretler için topladığım her türlü hayvan ödülünü almayı teklif etti. Tahnitçilikçilerin çaresizce daha fazla hammadde beklediklerini söyledi."
"cl-badgeServant-animalTrade","[Ah, sen avın içindesin.|Çok iyi, benim müşterilerim yeni malzemeler konusunda mutlu olacaklar.|Sen herhangi bir hammadde topladın mı?|Acele et, bekleyen müşterilerim var.|Sen de benim gibi bir hizmetçisin.]"

"io-endGame","Tebrikler, bu seferden kurtuldunuz! Zafer dönüşünü yapmanın zamanı geldi!"
"io-gameover-success","Zafer'e geri döndün!"

"io-pyramid-found","Congratulations, you have found a Golden Pyramid! You now can access the Curious Expedition 2 Windows Alpha on Discord!"
"io-pyramid-found-other","The pyramid has been found by $user - but you can find it too, and get access to the Curious Expedition 2 Windows Alpha!"
"io-pyramid-not-found","The pyramid on this world not yet been found - find it to get access to the Curious Expedition 2 Windows Alpha!"
"io-pyramid-activate","Get Alpha Access"

"io-alpha-yourkey","Your Alpha Key:"
"io-alpha-instructions-header","Follow these steps to play the Curious Expedition 2 Alpha on Windows, right now!"
"io-alpha-instructions-1","1. Click the button below to join our Discord server"
"io-alpha-instructions-2","2. Click on 'Mr. Slippers', in the list of users on the right side"
"io-alpha-instructions-3","3. Send your Key (copied to your clipboard) as a message to Mr. Slippers"
"io-alpha-instructions-4","4. Mr. Slippers will grant you access to the Alpha"
"io-alpha-join","Join Discord for Alpha Access"

"io-alpha-notify-title","Alpha Access Unlocked!"
"io-alpha-notify-desc","Visit the settings menu for information on how to play Curious Expedition 2."

"pl-arcticHunter-title","Native Hunter"
"st-pathfinder-1-title","Yol bulucu 1"
