"@authors","Tomedes, Community translation review: Levsha Localization Studio"
"anm-tiger-white-title","Белый тигр"
"anm-sabertooth-title","Саблезубый тигр"
"anm-tiger-white","Кое-как прирученный белый тигр. Дикое животное, которое удерживает от побега или нападения на вас только цепь на шее."
"anm-tiger","Кое-как прирученный тигр. Дикое животное, которое удерживает от побега или нападения на вас только цепь на шее."
"anm-tortoise-title","Слоновая черепаха"
"anm-tortoise","Здоровенная черепаха, способная переносить большой груз."
"anm-waterBuffalo-title","Азиатский буйвол"
"anm-waterBuffalo","Азиатский буйвол, способен переносить большой груз."
"attack-loki-name-1","Стабильный луч Локи"
"attack-loki-name-2","Защитный луч Локи"
"attack-loki-name","Переменный луч Локи"
"attack-name-10","Уколы"
"attack-name-11","Рассекающий скачок"
"attack-name-12","Обход"
"attack-name-13","Оборона"
"attack-name-14","Крепкая оборона"
"attack-name-15","Лучшая оборона"
"attack-name-16","Надежная позиция"
"attack-name-17","Тактический прием"
"attack-name-18","Уход"
"attack-name-19","Защитный маневр"
"attack-name-1","Двойная атака"
"attack-name-20","Прекрасная тактика"
"attack-name-21","Наблюдение"
"attack-name-22","Дозор"
"attack-name-23","Уловка"
"attack-name-24","Быстрый выстрел"
"attack-name-26","Дробовик"
"attack-name-27","Крупная дробь"
"attack-name-28","Выстрел в упор"
"attack-name-29","Верный выстрел"
"attack-name-2","Тройной удар"
"attack-name-30","Останавливающий выстрел"
"attack-name-31","Град пуль"
"attack-name-32","Выстрел в голову"
"attack-name-33","Прицельный выстрел"
"attack-name-34","Выверенный выстрел"
"attack-name-35","Мастерский выстрел"
"attack-name-36","Щелчок хлыстом"
"attack-name-37","Опутывание хлыстом"
"attack-name-38","Рассечение хлыстом"
"attack-name-39","Обряд исцеления"
"attack-name-3","Контратака"
"attack-name-40","Обряд единения"
"attack-name-41","Проклятие яда"
"attack-name-42","Переменный луч"
"attack-name-43","Стабильный луч"
"attack-name-44","Защитный луч"
"attack-name-45","Быстрая разрядка"
"attack-name-46","Удар копьем"
"attack-name-47","Бросок копья"
"attack-name-48","Защита копьем"
"attack-name-49","Пронзание копьем"
"attack-name-4","Рассекающий отпор"
"attack-name-50","Динамитная шашка"
"attack-name-51","Направленный взрыв"
"attack-name-52","Выверенный взрыв"
"attack-name-53","Когти"
"attack-name-54","Мощные когти"
"attack-name-55","Жестокие когти"
"attack-name-56","Клыки"
"attack-name-57","Сокрушение"
"attack-name-58","Топот"
"attack-name-59","Большой клюв"
"attack-name-5","Ответный удар щитом"
"attack-name-60","Маленький клюв"
"attack-name-61","Удар хвостом"
"attack-name-62","Удар копытом"
"attack-name-63","Таран"
"attack-name-64","Удар рогами"
"attack-name-65","Панцирь"
"attack-name-66","Укус паука"
"attack-name-67","Пронзающие лапки"
"attack-name-68","Хлесткое щупальце"
"attack-name-69","Колючее щупальце"
"attack-name-6","Смертоносный отпор"
"attack-name-70","Ядовитое жало"
"attack-name-71","Яд"
"attack-name-72","Кровопийца"
"attack-name-7","Железный лоб"
"attack-name-8","Точная атака"
"attack-name-9","Пинок"
"attack-name","Атака"
"attack-name-taunt","Провокация"
"auction","[Я знаю русского коллекционера, которому это понравится.|Я легко это продам.|Я выручу за это хорошую сумму.|Это станет отличным экспонатом любой частной коллекции.|Продолжайте в том же духе и скоро разбогатеете.|Великолепно!|За хороший товар и платить в радость.|Хорошие деньги за хороший товар.|О да, да.|Музей как-нибудь перебьется.|За такое лучше брать деньгами.|Возможно, за этим вы и шли.|Деньги правят миром.|Так и окупаются экспедиции.|Вот поэтому мне нравится эта работа.|Продано!|Стоит каждого пенни.|Вы делаете мою работу такой приятной.|Поздравляю с чудесной находкой.|А у вас глаз наметан!|У вас большой улов?|Да мы с вами спелись.|Отличный бизнес.|Ура нам!|За королеву и страну.|Боже, храни королеву.|Верный признак стоящей экспедиции.|Мило.|Насколько смелым надо было быть, чтобы достать такое?|Вы умеете себя проявить.|Вы выбрали верный путь.|Вас восславят потомки.|Спасибо тебе, Господи!|Теперь я покрою часть долгов.|Вы привозите, мы платим.|В тех краях есть еще нечто подобное?|Достойная награда за отвагу.|Все имеет свою цену.|Восхитительно.|Клиенты с руками оторвут.|Приятно, что вы выжили и принесли мне такую вещицу.|Вот ваша награда за риск.]"
"barter-cancel","Отмена"
"barter-close","Закрыть"
"barter-deal","Принять"
"barter-drop","Бросить"
"barter-escape","Бежать!"
"barter-loot","Взять вещи"
"barter-nodeal","Не пойдет"
"barter-party","Ваши вещи"
"barter-standing","Репутация +$val"
"barter-takeall","Взять все"
"barter-their","Чужие вещи"
"base-continue","Продолжить"
"base-day","День"
"base-difficulty","Сложность"
"base-expedition","Экспедиция"
"base-explore","Изучить"
"base-fame","Слава"
"base-funds","Финансы"
"base-level","Уровень"
"base-levelup","Повысьте уровень, чтобы получить способность."
"base-nodice","Нет нужного кубика"
"base-posPunch","Щелкните по месту"
"base-resting","Отдыхать"
"base-return","Назад"
"base-sanity-travel","Базовые затраты на переход"
"base-sanity","Настрой"
"base-saveexit","Сохранить и выйти"
"base-standing","Репутация"
"base-trekcount","Отряд"
"base-waiting","Ожидание"
"base-exploring","Изучение"
"base-xp","Очки изучения"
"base-yourdice","Ваши кубики"
"base-more","Еще"
"base-ok","ОК"
"base-next","Дальше"
"base-use","Использовать"
"base-inv-tab","Следующая страница"
"base-trash","Отменить"
"base-wait","Ждать"
"base-toggle","Переключить"
"base-start","Старт"
"bio-drylands-jungle-name","Сухие джунгли"
"bio-drylands-mountains-name","Горные пустоши"
"bio-drylands-pits-name","Разрушенные пустоши"
"bio-drylands-stoneForest-name","Сухой лес камней"
"bio-elephantGraveyard-name","Заболоченные луга"
"bio-grasslands-generic-name","Луга"
"bio-grasslands-jungle-name","Луга с джунглями"
"bio-grasslands-lakes-name","Луговые озера"
"bio-grasslands-mountains-name","Гористые луга"
"bio-grasslands-pits-name","Разрушенные луга"
"bio-grasslands-swamps-name","Заболоченные луга"
"bio-grasslands-waterMountains-name","Гористые тропические луга"
"bio-outside-jungle-name","Джунгли"
"bio-outside-mountains-name","Горы"
"bio-outside-pits-grass-name","Низина"
"bio-outside-sea-arctic-name","Арктическое море"
"bio-outside-sea-name","Море"
"bio-outside-void-name","Пустота"
"bio-warped-corrupted-name","Проклятые земли"
"bio-warped-prehistoric-name","Доисторические земли"
"bio-waterTemple-name","Луга"
"bio-whiteTiger-name","Луга с джунглями"
"buf-bleeding-normal-title","Кровотечение"
"buf-bleeding-normal","Теряет 2 здоровья каждый ход."
"buf-bleeding-strong-title","Сильное кровотечение"
"buf-bleeding-strong","Теряет 3 здоровья каждый ход."
"buf-burning-title","Пламя"
"buf-poison-title","Отравление"
"buf-poison","Теряет 1 здоровья каждый ход."
"buf-stun-2-title","Оглушение 2х"
"buf-stun-title","Оглушение"
"buf-stun","Не может атаковать."
"buf-taunt-title","Провокация"
"buf-taunt","Обращает внимание врагов на себя."
"ch-buffs","Усиления"
"ch-capacity","Вместимость"
"ch-dice","Кубики"
"ch-dismiss","Выгнать"
"ch-dismount","Спешиться"
"ch-mount","Оседлать"
"ch-promote","Повысить"
"ch-toughness","Выносливость"
"cl-alcohol","[Ар-р-р-р-р!|Старый добрый виски.|Прекрасный сорт.|И-и-иха-а-а!|Будем здоровы!|Ваше здоровье!|Накатим!|Что угодно за стопку!|Закатим гулянку!|Самое то для веселья!|Да будет пир на весь мир!|С этим я управлюсь.|Время веселиться!|Ух, пробрало.|Хорошо пошло!|Эх, переболею завтра!|Может, в следующий раз возьмем самогонщика?|До дна!|Выпьем!|*Ик*]"
"cl-angry-1","[Так нельзя!|Вы, верно, шутите!|Прошу, одумайтесь!|Пожалуйста, не надо!|Умоляю!]"
"cl-angry-2","[Немыслимо!|Ни за что!|Вы не можете так поступить!|Вы сбрендили?|Это недопустимо!]"
"cl-angry-3","[Я не удивлен{|а}!|Как всегда мозги набекрень?|Как вы стали таким чудовищем?|Эта экспедиция убивает меня изнутри.|Завтра вы пожалеете об этом!|Вас за такое осудят!|Нам конец!|Гореть вам за это в Аду!]"
"cl-angry-compensation-1","Это ваш последний шанс!"
"cl-angry-compensation","Я требую компенсацию!"
"cl-angry-superstitious","[Допрыгались! Из-за вас мы прокляты!|Вы нас погубите!|Скоро мы заплатим за наши грехи.|Мы обречены!|Зачем так поступать? Теперь нас прокляли!|Вы нас в могилу сведете!]"
"cl-angry","[Это неприемлемо!|Я не могу в это поверить!|Это никуда не годится!|Плохая идея.|Это вам не крикет.|Самодурство.|Это непозволительно!|Нет!]"
"cl-angryReturn","[Я вас прощаю.|Я больше не злюсь.|Мне просто нужно было побыть {одному|одной}.|Размышляя об этом, я решил{|а}, что вы не такой плохой человек.]"
"cl-apply-acrophobia","[Рожденный ползать летать не должен.|Оставим небеса птицам.]"
"cl-apply-bipolar","[Мне так весело и так грустно.|Я в замешательстве.|Я не знаю как реагировать.|Еще никогда у меня не было такого прилива сил.|Все так увлекательно.|Для меня это слишком.]"
"cl-apply-claustrophobic","[Я не могу дышать!|Мне нехорошо.|Мне нужно на свежий воздух!]"
"cl-apply-lepidopterophobia","[Ненавижу бабочек.|Бабочка? Где?!|Бабочки отвратительны.|Ты знаешь, что бабочки питаются падалью?]"
"cl-apply-paranoid","[Видели?!|Здесь есть кто-то еще...|Т-с-с, тихо! Слышали?|Я не верю НИКОМУ!|Отойдите от меня!|Я знаю, что вы что-то замышляете!]"
"cl-apply-pyromaniac","[Вам не кажется, что здесь прохладно?|Может, сожжем все к чертям?|У нас есть еще факелы?|Нужно поддать огоньку.]"
"cl-apply-superstitious","[В этих краях обитают всемогущие боги.|Мы пробудили нечто древнее.|Некто... или нечто воздаст нам за наши поступки.|Мы разозлили духов!]"
"cl-beastMaster-recruit-1","[Вы правда думаете, что животное нам поможет?|Стоит отвернуться, и оно вас сожрет!|Чтобы я доверил{|а} свою жизнь животному? Какая глупость!|Эта тварь нас сожрет.]"
"cl-beastMaster-recruit-2","[Взбрело же вам в голову, что дикое животное не наделает бед.|Взбрело же вам в голову включить дикую тварь в наш отряд.|Додумались же вести с собой дикое животное.|Додумались же доверить жизнь человека животному!]"
"cl-beastMaster-recruit-3","[Он просит слишком много за животных.|Он заламывает несуразную цену.|Это животное не может столько стоить.|Он, должно быть, держит нас за дураков, с такими-то ценами!|Он не в своем уме!]"
"cl-beastMaster-recruit-4","[Мы и без этого часто сталкиваемся с дикими животными!|Как будто риск быть съеденным был недостаточно высок.|Кто сказал, что эти животные не опасны?|Как будто дикие земли недостаточно дикие!|Представляю наши рассказы о том, что золотой трофей пожевал горе-питомец!]"
"cl-beastMaster-recruit-5","Слава Богу. Серьезно."
"cl-beastMaster-recruit","[Одно из этих животных, несомненно, пригодится нам в бою.|Животное может дать преимущество в бою.|Инстинкты этого животного могут быть полезны в путешествии.|Я готов{|а} бороться плечом к плечу с одним из этих величественных животных.]"
"cl-camp-fail","[Мы не можем разбить здесь лагерь.|Нам нужно найти другое место.|Невозможно!|Это место не годится для лагеря.|Останавливаться здесь — дурная затея.|Здесь нельзя останавливаться.]"
"cl-camp-success","[Здесь можно разбить хороший лагерь.|А вот и наш новый дом!|Хорошее место для лагеря.|Удачное место для лагеря невозможно переоценить.|Идеальное место.|Это самое подходящее место для лагеря.|Это место идеально подходит.|Лучшего места и быть не может.]"
"cl-cave-approach-1","[Мне не нравится это место.|Я ни за что туда не пойду!|Ненавижу пещеры.|Просто продолжайте идти, если хотите увидеть меня в панике.|Я предпочитаю не лезть в гиблое место.]"
"cl-cave-approach-2","[Эта пещера — не просто отверстие в земле.|Духи направят меня, чтобы там ни было.|Я чувствую, что здесь что-то есть.|Эта пещера полна злых духов.]"
"cl-cave-approach-3","[Не люблю пещеры.|Только не очередная пещера.|Почему мы продолжаем ползать по пещерам?|Ненавижу пещеры.|Я уверен{|а}, что мы забыли взять с собой факелы.|Вы думаете, что мы туда полезем?|Факелы ужасно ненадежны.|Сегодня я по пещерам не ходок.|Нам действительно нужно туда идти?]"
"cl-cave-approach-4","[Давайте исследуем пещеру!|Не терпится увидеть, что внутри!|Пещерные приключения!|Я обожаю пещеры!|Это будет эпичное приключение!|Готовьтесь, мы идем изучать пещеру!|Давайте, заходите!]"
"cl-cave-approach-5","[Ладно, давайте зайдем внутрь. Хоть бы там были сокровища.|Внутри есть золото, я его чувствую.|В восьми из десяти пещер спрятаны сокровища.]"
"cl-cave-approach","[Ладно, мы должны выяснить, что внутри.|Мы взяли достаточно факелов?|Раз уж пришли, давайте заглянем внутрь.|Давайте исследуем эту пещеру.|Это может закончиться хорошо. Или плохо.]"
"cl-cave-sendIn-1","[Я скоро вернусь.|Давайте посмотрим, что там.|Да, сэр.|Конечно.]"
"cl-cave-sendIn","[Вы не можете так со мной поступить!|Пожалуйста, не делайте это!|Это безумие!|Ни за что!|Вы меня убьете!|Я могу никогда не вернуться!]"
"cl-celebration-audience-10","[Выходите за меня!|Лапушка!|Я люблю вас!|Мужчины и женщины трудятся бок о бок!]"
"cl-celebration-audience-11","[Этот буйвол огромен!|Что ж, мне нравится этот буйвол!|Посмотрите на этого буйвола!|Как зовут этого буйвола?]"
"cl-celebration-audience-1","[Поглядите, какой|Что за|Какой] [милый|преданный|верный|храбрый] ослик!"
"cl-celebration-audience-2","[Какой верный пес!|Вот бы мне такую собаку!|Эта собака заслуживает медаль!]"
"cl-celebration-audience-3","[Я чую, что отсюда тянет выпивкой!|Поделитесь виски?|Это что, бутылка виски?]"
"cl-celebration-audience-4","[Какая фемина!|Женщина? Правда?|Оставьте путешествия мужчинам!|Мои глаза мне лгут? Женщина?|Возвращайтесь на кухню!|Времена меняются.|Это приятный сюрприз для представительниц слабого пола.|Она славная.|Она должна знать свое место!|Времена, конечно, меняются к лучшему.|Неплохо, для женщины.|Она — образец для подражания!]"
"cl-celebration-audience-5","[Дикарь!|Какой нецивилизованный!|Зачем оно здесь?|Животное!|Оно может говорить?]"
"cl-celebration-audience-6","[Почему эта штука еще жива?|Мне не нравится эта гадость!|Ужас!|Что это?!|Оно умеет говорить?|Я в ужасе!|Оно должно быть в зоопарке!|Как оно отвратительно!]"
"cl-celebration-audience-7","[Один?!|Где другие?|Неужто все сделано в одиночку?|Интересно, что случилось с остальными?..|Вот она, дорога одиночества.|Остальная часть экспедиции погибла?|Только один человек?]"
"cl-celebration-audience-8","[Хозяин животных!|Надо же так любить животных.|Этот человек ценит животных больше, чем людей.|Наверное, умеет и с животными говорить.]"
"cl-celebration-audience-9","[Почему так много солдат?|Хороший солдат в отряде еще никому не мешал.|Они что, возвращаются с войны?]"
"cl-celebration-audience","[Браво|Да-а-а|Вот бы мне с вами|Вы меня вдохновляете|Фантастика|Прекрасно|Герои|Чудесно|Дайте на них посмотреть|Боже, храни королеву|За империю|За королеву и страну|Потрясающе|Превосходно|Какой день|Храбрецы|Мы в восхищении|С ума сойти]!"
"cl-celebration-party-1","[Время праздновать и пить!|*Ик*|Ваше здоровье!|Выпьем виски!]"
"cl-celebration-party-2","[Я просто следую зову сердца!|Будьте здоровы!|Я просто хочу помочь!]"
"cl-celebration-party-3","[Ерунда.|Мне все равно.|Надеюсь, вы счастливы.|Возомнили себя героем?]"
"cl-celebration-party-4","[Почему все эти люди смотрят на меня?|Я не чувствую себя в безопасности.|Все это для меня?|К этому придется привыкать.|Слишком много людей.]"
"cl-celebration-party-5","[Наконец-то, снова цивилизованные люди.|Спокойно, народ, я вернул{ся|ась}.|Как все изменилось.|Я рад{|а} вернуться.]"
"cl-celebration-party","[Спасибо!|Я потрясен{|а}!|Так мило с вашей стороны!|Благодарю!|О, это просто великолепно!|Изумительно!|Это чудесно!]"
"cl-cocaLeaves-crowley","Счастье кроется в каждом из нас, а извлечь его можно листьями коки."
"cl-cocaLeaves","[И правда стимулирует!|Все такое красочное.|Это может помочь, спасибо.|Вкусно, да и сил придает.|Я чувствую себя заново родивш{имся|ейся}!|Продолжаем!|Удивительно, что эти листья могут сотворить.|Усталость как рукой сняло.|Какой заряд бодрости!]"
"cl-confirm-explorer-female","[Да, мэм.|Да, мадам.]"
"cl-confirm-explorer-male","[Да, сэр.|Хорошо, мистер.]"
"cl-cook-meat-fail","[Ой!|Ничего не выходит.|Ух, это несъедобно.|Ужасно, просто ужасно.|Это сложнее, чем кажется.]"
"cl-cook-meat","[Eh voila!|Bon appetit.|S'il vous plait.|Avec plaisir.|Наслаждайтесь.]"
"cl-cultist-injureSelf","[Я в порядке, не волнуйтесь.|Все будет хорошо.|Это скоро закончится.|Я просто наношу отметины, не волнуйтесь.|Я готов{|а} к трансформации.|Мое тело — лишь сосуд для чего-то большего.]"
"cl-deadlyPlace-1","[Думаете, соваться в такое место — хорошая идея?|Конечно, почему бы здесь не задержаться и не умереть страшной смертью?|Только вы можете решить, что оставаться здесь — хорошая мысль.|С таким же успехом можно сигануть в реку с крокодилами.|Кажется, вы хотите, чтобы нас всех убили.|Вы это серьезно? Мы должны убираться отсюда немедленно!]"
"cl-deadlyPlace-2","[Это место меня нервирует.|Воздух пропитан смертью.|Я чувствую здесь смерть.|Здесь затаилась смерть.]"
"cl-deadlyPlace-3","Давайте найдем клад и поскорее уберемся отсюда."
"cl-deadlyPlace-4","[Пусть это и кажется опасным, но ничего, мы переживем.|Держитесь ближе ко мне, я нас защищу.|Если будем осторожны, все обойдется.]"
"cl-deadlyPlace-5","[Да хранит Господь наши души.|Господи, помоги нам выбраться из этой глухомани.]"
"cl-deadlyPlace-6","[Так мы пришли сюда, чтобы умереть?|По крайней мере, это скоро закончится.|Приход в такое место — лишнее свидетельство вашей непомерной тупости.|Верно, вы думаете, что это — хорошая идея?|Не знай я вас, решил{|а} бы, что вы пытаетесь нас убить.|Это худшее место на свете.]"
"cl-deadlyPlace","[Понятно, здесь я и умру.|Я не хочу здесь умирать!|Быстрее, мы должны уйти, сейчас же!|Боже, я не хочу здесь погибать!]"
"cl-disgust","[*Фу*|Кто-нибудь должен это убрать!|Какая гадость!|Теперь я видел{|а} все!|За что нам это?|Я не хочу на это смотреть.|Уберите это подальше от меня!]"
"cl-dreamVisions","[Сегодня мне снилось одно место.|У меня было сновидение.|Я видел{|а} что-то во сне.|У меня было видение о далеком месте.|Во сне со мной говорили духи.]"
"cl-dreamVisionsTubman","Каждая великая мечта начинается с мечтателя."
"cl-eatOnlyFriend-1","Я плачу, но слезы не текут."
"cl-eatOnlyFriend","Любовь ко всем живым существам — главный атрибут благородства."
"cl-endWorld-10","Мы живем среди сил, которые повелевают нами."
"cl-endWorld-11","Знание предпочтительнее невежества."
"cl-endWorld-12","Это странная жизнь, но я вовсе не тоскую по цивилизации."
"cl-endWorld-13","Я чужак на чужой земле."
"cl-endWorld-14","Известное мне — лишь малая часть того, что мне хотелось бы знать."
"cl-endWorld-15","Я не жалею о невзгодах, которые выпадают на долю тела."
"cl-endWorld-1","Новые красоты природы заставляют меня радоваться, как ребенка."
"cl-endWorld-2","Какая меланхоличная вещь этот ваш успех."
"cl-endWorld-3","Если все опасности сгинут, с ними пропадет и все веселье."
"cl-endWorld-4","Я стремлюсь к знаниям с неуклонной преданностью."
"cl-endWorld-5","Под давлением роскоши рвется тонкая ткань человечности."
"cl-endWorld-6","Бьюсь об заклад, что вы победили еще до того, как все началось."
"cl-endWorld-7","Обычная мораль годится для обычных людей."
"cl-endWorld-8","Расы, империи и народы обращаются в прах, но человечество остается."
"cl-endWorld-9","Приключение — само по себе дело стоящее."
"cl-endWorld","Мне не нравится слепо следовать чужому примеру."
"cl-evt-alreadyVisited","[Почему мы продолжаем сюда приезжать?|Здесь больше ничего нет.|Ненавижу это место.|Мне нравится это место.|Мы здесь уже были, разве нет?|Мы зря тратим время.|Почему мы снова здесь?]"
"cl-expedition-start-1","[Куда нас занесло!?|Зачем мы сюда приехали?|Мы тут все умрем.|Нас ждет кровавый конец!|Вот оно, место нашей гибели.|Все закончится слезами.|Ничего хорошего нас не ждет.|Дальше будет только хуже.]"
"cl-expedition-start-2","[Это точно нужное место?|Прошу, объясните мне, зачем мы здесь?..|Давайте не будем шуметь и быстренько найдем то, за чем явились.|Мы должны получить свой трофей и убраться отсюда как можно быстрее.|Без риска нет и награды.|Это путешествие — большой риск, но я готов{|а} на него пойти.]"
"cl-expedition-start-3","[Так, для начала найдем золото.|Я предлагаю грабить все святилища подряд.|По слухам, местные жители носят много золотых побрякушек.|Расходы на эту экспедицию огромны. Нам надо найти МНОГО сокровищ!|Итак, где местные хранят золотых идолов?]"
"cl-expedition-start-4","[За нами явно следят.|Вы, верно, не замечаете, но за нами следят. Прямо сейчас, пока мы разговариваем.|Как вам такое предложение: вы идете искать сокровища, а я остаюсь здесь.|Не надо было сюда приезжать.|Я совершил{|а} ошибку. Когда корабль отплывает обратно?|У меня плохое предчувствие...|Если можно, я останусь на борту корабля.|Как вы обеспечите нашу безопасность?]"
"cl-expedition-start-5","[Я ем мало, но со вкусом.|Слава Боженьке за меня!|Все! Благодарите Бога за меня.|Вся эта затея дурно пахнет.]"
"cl-expedition-start","[Давайте посмотрим, что это место нам приготовило!|Скорей бы раскрыть тайны этих краев.|Какие бы опасности здесь не поджидали, я буду нас защищать.|Запомните! Когда мы покинем корабль, держитесь меня.]"
"cl-fever","[Я потею, как сумасшедш{ий|ая}!|Ощущения будто я горю.|Я устал{|а}.|Кажется, у меня лихорадка.]"
"cl-friendReturn","[Я вернул{ся|ась}.|Я рад{|а} вернуться.|Я не знаю, что произошло.|Что случилось?|Я что-то видел{|а}.|Я правда не хочу об этом говорить.|Тут происходят ужасные вещи.|Я от вас больше ни ногой.|Вы не поверите, что я испытал{|а}.]"
"cl-generic-1","[Господь направит нас.|Мы должны больше молиться.]"
"cl-generic-2","[Нас ничто не остановит.|Мы вершим великие дела.|Я бы занимал{ся|ась} этим весь день напролет.|Я рожден{|а} для приключений.|Не бойтесь.]"
"cl-generic-3","[Вот бы оказаться в другом месте.|Это ужасно.|Зачем, ну зачем я пош{ел|ла} с вами?|Эта экспедиция — страшная ошибка.|Мне это не нравится.|Скорее бы это закончилось.|Я бы хотел{|а} заняться чем-нибудь другим.]"
"cl-generic-4","[Мы должны сосредоточиться на грабеже святилищ.|Нам надо найти больше сокровищ.|Я не могу вернуться домой с пустыми руками.|Я отправил{ся|ась} в экспедицию за богатством.]"
"cl-generic-5","[Должно быть вы знаете, что делаете.|Я бы поступил{|а} иначе.|Я не уверен{|а}, что вы знаете, что делать|У вас же есть план, правда?|Это часть плана?]"
"cl-generic-6","[Мы все здесь умрем.|Я никогда больше не увижу дом.|Я не хочу умирать в этих забытых землях.|Все плохо, все очень-очень плохо.|Нам лучше ничего не трогать.|Давайте вернемся домой, а? Возьмем и вернемся?|Разве с нас не хватит приключений?|Я предлагаю просто уехать и вернуться домой.|Чем дольше мы здесь, тем выше наши шансы умереть.]"
"cl-generic-cannibal","[Я ничего не делал{|а}.|На что вы смотрите?|Я больше не голод{ен|на}.|Жизнь прекрасна!|Я отлично себя чувствую!]"
"cl-generic","[Я разговариваю с духами.|Духи наблюдают за нами.|Я что-то здесь чувствую.]"
"cl-ghostiesVisit-1","[Ох, не нравится мне это.|Я не думаю, что это хорошо.]"
"cl-ghostiesVisit-2","[Мы должны принять все, что они предлагают. Вдруг это сокровища?]"
"cl-ghostiesVisit-3","[Это весьма необычные ребята.|Только посмотрите, кто пришел.]"
"cl-ghostiesVisit-4","[Думаете, они враждебны?|Что, если они опасны?|БОГ ТЫ МОЙ!]"
"cl-ghostiesVisit-5","[О, привет!|Что это за существа?|Сейчас они выглядят вполне дружелюбно, не так ли?]"
"cl-ghostiesVisit","[Духи явились нам!|Духи!|Наконец-то мы встретились с духами!]"
"cl-harbor-1","В дороге обретаются спокойствие и радость."
"cl-harbor-2","Отбытие в путешествие — самый счастливый момент в жизни."
"cl-harbor-3","Мы не обременены надеждами или страхом, а ведомы правдой."
"cl-harbor-4","Отправляясь в путь, надо заранее смириться со всем, что принесет неведомый край."
"cl-harbor-5","Мудрый ничего не ожидает, а потому избегает разочарований."
"cl-harbor-6","Успех начинания на две трети заключен в подготовке к нему."
"cl-harbor-7","Пусть в будущем нас оценят по нашим свершениям."
"cl-harbor-recruit","[Новобранцы!|Кто хочет присоединиться?|Айда с нами в приключение!|Из чего вы сделаны?|Приключения ждут отважных и готовых к ним людей.|Ваша судьба — отправиться за горизонт.|Вместе мы способны на великие дела.|Представьте себе весь спектр возможностей.|У вас кишка не тонка?]"
"cl-harbor","Новые открытия принесут человечеству больше пользы, чем вреда."
"cl-heal","[Спасибо.|Я чувствую себя лучше.|О, мне лучше.|Кровотечение остановилось.|Вперед, ребята!|Еще одна рана в моей тушке.|Нет такой раны, что меня остановит.|Спасибо, я чувствую себя намного лучше.|Головокружение прошло.|Как неловко.|Будет мне шрам для историй под выпивку.|Можно вернуться к приключениям!|Я думал{|а}, что умру.]"
"cl-helpNative-10","[Это не наше дело. Давайте двигаться дальше.|Какое мне дело до этого человека?]"
"cl-helpNative-11","[Мне нужна награда!|Давайте подождем, чем это закончится. Если что, оберем труп.]"
"cl-helpNative-12","[Как будто у нас мало своих проблем.|Нам надо просто подождать.|Я не думаю, что нам стоит ввязываться.]"
"cl-helpNative-13","[Мы должны помочь!|Бог приказывает нам помогать!]"
"cl-helpNative-14","[Я сомневаюсь, стоит ли.|Думаете, нам стоит помочь этому человеку, даже рискуя всем походом?]"
"cl-helpNative-1","[Нам надо обшарить его карманы.|Давайте его ограбим.]"
"cl-helpNative-2","[Скоро это ждет и нас.|Будет жить или умрет... Да какая разница?]"
"cl-helpNative-3","Духи привели нас на помощь."
"cl-helpNative-4","[Мы должны помочь!|Мы должны что-то сделать!]"
"cl-helpNative-5","[Думаете, нам стоит тратить наши запасы?|Пожалуй, оставим умирающего умирать.]"
