"@authors","Maschinen-Mensch, Dennis Kogel, Luke Openshaw, Tristan Dahl"
"auction","[I know a Russian collector who will love this.|I'll be able to sell this easily.|This object will fetch a good price.|A perfect piece for any private collection.|Keep them coming and you'll be rich in no time.|Magnificent!|Happy to pay for a piece of this quality.|A good piece for a good price.|Oh yes, yes.|The museum can do without it.|Your funds are all the better for it.|Perhaps this was your goal after all.|Money makes the world go round.|Makes it all worthwhile.|And that is why I relish my job.|Sold!|Worth every penny.|You make my work so satisfying.|My compliments on the find.|You have an eye for value.|Prospecting much lately?|We are singing from the same hymn sheet.|Great doing business.|Hoorah!|For Queen and Country.|God save the Queen.|Proves the expedition was worth it.|Lovely.|I wonder what pluck gained you this?|You really are very resourceful.|Keep them coming our way.|Such a sale is the best form of legacy.|Thank God.|That’ll help pay some debts.|You bring, we pay.|Any more where this came from?|Pluck will do it every time.|Every item has value.|Glorious.|My clients will buy anything.|I am glad you survived to bring me this.|Your risks are your reward.]"
"barter-cancel","Cancel"
"barter-close","Close"
"barter-deal","Deal"
"barter-drop","Drop"
"barter-escape","Escape!"
"barter-loot","Take items"
"barter-nodeal","No Deal"
"barter-party","Your inventory"
"barter-standing","Standing +$val"
"barter-takeall","Take All"
"barter-their","Their inventory"
"base-continue","Continue"
"base-day","Day"
"base-difficulty","Difficulty Mode"
"base-expedition","Expedition"
"base-explore","Explore"
"base-fame","Fame"
"base-funds","Funds"
"base-level","Level"
"base-levelup","Level up to gain this perk."
"base-nodice","No fitting dice"
"base-posPunch","Click on area"
"base-resting","Resting"
"base-return","Return"
"base-sanity-travel","Travel Base Cost"
"base-sanity","Sanity"
"base-saveexit","Save and Exit"
"base-standing","Standing"
"base-trekcount","Trek Count"
"base-waiting","Waiting"
"base-exploring","Exploring"
"base-xp","Exploration Points"
"base-yourdice","Your dice"
"base-more","More"
"base-ok","Okay"
"base-next","Next"
"base-use","Use"
"base-inv-tab","Next Page"
"base-trash","Discard"
"base-wait","Wait"
"base-toggle","Toggle"
"base-start","Start"
"bio-drylands-jungle-name","Jungle Drylands"
"bio-drylands-mountains-name","Mountain Drylands"
"bio-drylands-pits-name","Eroded Drylands"
"bio-drylands-stoneForest-name","Stoneforest Drylands"
"bio-elephantGraveyard-name","Grasslands Swamps"
"bio-grasslands-generic-name","Grasslands"
"bio-grasslands-jungle-name","Jungle Grasslands"
"bio-grasslands-lakes-name","Grassland Lakes"
"bio-grasslands-mountains-name","Mountanous Grasslands"
"bio-grasslands-pits-name","Eroded Grasslands"
"bio-grasslands-swamps-name","Grasslands Swamps"
"bio-grasslands-waterMountains-name","Grasslands Rainy Mountains"
"bio-outside-jungle-name","Jungle"
"bio-outside-mountains-name","Mountains"
"bio-outside-pits-grass-name","Pits"
"bio-outside-sea-arctic-name","Arctic sea"
"bio-outside-sea-name","Sea"
"bio-outside-void-name","Void"
"bio-warped-corrupted-name","Corrupted lands"
"bio-warped-prehistoric-name","Prehistoric lands"
"bio-waterTemple-name","Grasslands"
"bio-whiteTiger-name","Jungle Grasslands"
"buf-bleeding-normal-title","Bleeding"
"buf-bleeding-normal","Loses 2 health on every round."
"buf-bleeding-strong-title","Strong Bleeding"
"buf-bleeding-strong","Loses 3 health on every round."
"buf-burning-title","Burning"
"buf-poison-title","Poisoned"
"buf-poison","Loses 1 health on every round."
"buf-stun-2-title","2x Stunned"
"buf-stun-title","Stunned"
"buf-stun","Unable to attack."
"buf-taunt-title","Taunt"
"buf-taunt","Forces enemies to target."
"ch-buffs","Buffs"
"ch-capacity","Capacity"
"ch-dice","Dice"
"ch-dismiss","Dismiss from trek"
"ch-dismount","Dismount"
"ch-mount","Mount"
"ch-promote","Promote"
"ch-toughness","Toughness"
"cl-alcohol","[Ahhhhh!|Good ol' whisky.|A good brand.|Wooohoo!|Cheers!|Prost!|More alcohol!|Any excuse for a shindig.|Let’s have a real shindig.|The perfect ingredient for much merrymaking.|Let there be, much rejoicing!|I can handle this.|Party!|Phew, that's strong.|A mighty banquet!|Going to feel this tomorrow!|Perhaps we should hire a Brewer for the next expedition?|Down the hatch.|Let's drink.|*Hic*]"
"cl-angry-1","[You can't do this!|You have to be joking!|Please reconsider!|Please no!|I beg you!]"
"cl-angry-2","[This is outrageous!|No way!|You can't do this!|Have you become insane?|I will not accept this!]"
"cl-angry-3","[I'm not surprised!|Crazy as always!|When did you become such a monster?|This expedition has killed me inside.|You will regret this one day!|Somebody will judge you for this!|We are doomed!|You will go to Hell for this!]"
"cl-angry-compensation-1","This is your last chance!"
"cl-angry-compensation","I deserve compensation!"
"cl-angry-superstitious","[This is it! We are cursed now, thanks to you!|You bring doom upon us!|We'll pay for our sins!|We’ll be damned!|You cannot do this! We're cursed now!|You'll kill us all!]"
"cl-angry","[This is unacceptable!|I will not take this!|This is not classy!|This is poor form.|This just isn’t Cricket.|Poppycock.|This is unwarranted!|No!]"
"cl-angryReturn","[I forgive you.|I'm not angry anymore.|I just needed some time alone.|After thinking about this I decided you aren't such a bad person after all.]"
"cl-apply-acrophobia","[Mankind is not made for traversing great heights.|We should leave the skies to the birds.]"
"cl-apply-bipolar","[I feel happy and sad.|This makes me feel confused.|I don't know what to feel.|I have never felt so strongly.|Everything is so intense.|This experience is too much for me.]"
"cl-apply-claustrophobic","[I cannot breathe in here!|I do not feel well.|I need fresh air!]"
"cl-apply-lepidopterophobia","[I hate Butterflies.|Did you see a Butterfly?|Butterflies are disgusting.|Did you know Butterflies are carrion eaters?]"
"cl-apply-paranoid","[Did you see that!?|We are not alone...|Shh, quiet. Did you hear that?|I don't trust ANY of you!|Keep your distance!|I know what you are all up to!]"
"cl-apply-pyromaniac","[Don't you think it's a little cold here?|How about we burn it all down?|Do we have any torches left?|We might as well make a little fire.]"
"cl-apply-superstitious","[The mighty gods are alive in these lands.|We awoke something immemorial.|Someone or... something will judge us for our actions.|We have angered the spirits!]"
"cl-beastMaster-recruit-1","[Do you really think an animal will help with all this?|It’ll turn on us at a moment’s notice!|If you think I’m entrusting my life to an animal, you’ve got another thing coming!|It's just going to eat us.]"
"cl-beastMaster-recruit-2","Only you would [think a wild animal in our trek is a good idea.|propose a feral creature as one of our number.|believe an animal in our midst is a sane idea.|would trust an animal over a human!]"
"cl-beastMaster-recruit-3","He is [asking far too much for those animals.|demanding an absurd price for these wares.|demanding far in excess of the animal’s value.|surely taking us for fools, with these prices!|as mad as the price of his wares!]"
"cl-beastMaster-recruit-4","[We have to face enough wild animals out there already!|As if the risk of animal confrontation is not probable enough already.|Who says these animals are not dangerous?|As if the wilderness of the world is not wild enough!|I can conceive of a scenario where, we claim our golden prize only to be mauled by our would-be animal ally!]"
"cl-beastMaster-recruit-5","Thank God for me. Seriously."
"cl-beastMaster-recruit","[One of these animals will surely help us in combat.|An animal can give one the edge in combat.|An animal can provide an altogether instinctual benefit to the trek.|I'll gladly fight alongside one of these majestic animals.]"
"cl-camp-fail","[We cannot build a camp here.|We'll need to find a different place|Impossible!|This place is unsuitable for pitching camp.|Camping here would be folly|This is not possible here.]"
"cl-camp-success","[This will make a nice camping spot.|Our new home!|A good location for a camp.|The importance of a well pitched camp cannot be overstated.|Perfect spot.|This is the right place for camp.|This camping spot is perfect.|Couldn’t have picked a better pitch.]"
"cl-cave-approach-1","[I don't like the look of this place.|No way am I going in there!|I hate caves.|Just keep on going if you want me to panic.|I'd prefer to not go into this deathtrap.]"
"cl-cave-approach-2","[This cave is more than a mere opening in the ground.|Whatever lies in there, the spirits will guide us.|I can sense a strong presence here.|This cave is filled with dark spirits.]"
"cl-cave-approach-3","[I don’t like caves.|Not another cave.|Why do we keep crawling into caves?|I hate caves.|I bet we forgot to bring torches.|And now you expect us to go in there?|Torches are notoriously unreliable.|No, I'm not having a cave day today.|Do we really need to go in there?]"
"cl-cave-approach-4","[Let's explore the cave!|I can't wait to see what lies inside!|Adventure cave!|I love caves!|This is going to be a great adventure!|Everyone get ready to explore this cave!|Come on, let us go inside!]"
"cl-cave-approach-5","[Fine let's go inside. There is probably treasure|There is gold inside, I can taste it in the air.|Eight out of ten caves hold treasure.]"
"cl-cave-approach","[Ok, we should find out what lies inside.|Did we bring enough torches?|We might as well look inside while we are here.|Let's explore the cave.|This can be good. Or bad.]"
"cl-cave-sendIn-1","[I'll be back soon.|Let's see what's in there.|Yes, sir.|No problem.]"
"cl-cave-sendIn","[You can't do this to me!|Please, don't do this!|This is madness!|No way!|You'll kill me!|I'll never return!]"
"cl-celebration-audience-10","[Marry me!|How handsome!|I love you!|Men and women working together!]"
"cl-celebration-audience-11","[That buffalo is huge!|So, that is what a buffalo looks like!|Look at that buffalo!|What is the name of the buffalo?]"
"cl-celebration-audience-1","[Look at that|What a|That's a] [cute|loyal|trusty|brave] donkey!"
"cl-celebration-audience-2","[What a loyal dog!|I wish I had a dog like that!|That dog deserves its own medal!]"
"cl-celebration-audience-3","[I can smell the alcohol from here!|Care to share some of that whisky?|Is that a whisky bottle?]"
"cl-celebration-audience-4","[What a lady!|A woman, really?|Leave the adventure to men!|Do my eyes deceive me, a woman?|Go back to the kitchen!|Times are changing.|Well that's a pleasant surprise for the fairer sex.|She is glorious.|She should know her place!|Times are certainly changing for the better.|Not bad, for a woman.|She is a role model!]"
"cl-celebration-audience-5","[A savage!|How uncivilised!|Why bring it here?|A brute!|Can it speak?]"
"cl-celebration-audience-6","[How is that thing even alive?|I don't like that thing!|The horror!|What is that?!|Can it talk?|I'm scared!|That thing belongs in a zoo!|How ungodly that thing is!]"
"cl-celebration-audience-7","[All alone?!|Where are the others?|Perhaps they triumphed alone?|Makes you wonder what happened to the rest of the crew...|Must have been a lonely trek.|Did the rest of the team perish?|Just one person?]"
"cl-celebration-audience-8","[Animal master!|Must like animals.|Appreciates animals more than humans.|Probably can speak to animals too.]"
"cl-celebration-audience-9","[Why so many soldiers?|Must appreciate a fine soldier at their side.|Are they returning from war?]"
"cl-celebration-audience","[Bravo|Yeah|I wish I was you|You inspire me|Fantastic|Splendid|Heroic|Wonderful|Let me see|God save the Queen|For the Empire|For Queen and Country|Incredible|Exquisite|What a day|So brave|What a delight|Extraordinary]!"
"cl-celebration-party-1","[Time to celebrate with a drink!|*hicks*|Cheers!|Let's have a whisky!]"
"cl-celebration-party-2","[I'm just doing the Lord's work!|Bless you!|I just want to help!]"
"cl-celebration-party-3","[Whatever.|I don't even care.|I hope you are happy now.|Feeling like a hero?]"
"cl-celebration-party-4","[Why are all these people looking at me?|This doesn't feel safe.|All this for me?|This will require some getting used to.|Too many people.]"
"cl-celebration-party-5","[Finally, civilised folk again.|Everybody relax, I'm back.|Everything seems so different.|Glad to be back.]"
"cl-celebration-party","[Thank you!|I'm overwhelmed!|So kind of you!|Thanks!|Oh, this is simply superb!|How marvellous!|This is wonderful!]"
"cl-cocaLeaves-crowley","Happiness lies within one's self, the way to extract it is with coca leaves."
"cl-cocaLeaves","[Stimulating indeed!|Everything is so colorful.|That will help, thank you.|That is tasty, and gives me zeal.|I'm feeling revitalized!|Let's keep going!|Amazing what such leaves can do.|I'm not tired anymore.|Wide awake now!]"
"cl-confirm-explorer-female","[Yes Ma'am|Yes Madam]."
"cl-confirm-explorer-male","[Yes Sir.|Alright, mister.]"
"cl-cook-meat-fail","[Oops!|No, this will not do|Whoops, you should not eat that.|Terrible, just terrible.|Harder than it looks.]"
"cl-cook-meat","[Eh voila!|Bon appetit.|S'il vous plait.|Avec plaisir.|Enjoy.]"
"cl-cultist-injureSelf","[I'm ok, don't worry.|Everything is going to be alright.|It's all over soon.|I'm just marking myself, don't worry.|I'm ready for the transformation.|My body is but a vessel for something greater.]"
"cl-deadlyPlace-1","[So you think visiting this place is a good idea?|Sure, why not stay a little longer and die a gruesome death?|Only you can think staying here is a good idea.|We might as well go swimming with crocodiles.|You seem to be eager on getting us all killed.|You can't be serious. We need to leave immediately.]"
"cl-deadlyPlace-2","[I sense much unrest seals at this place.|The air is filled with death.|I sense death here.|Death lurks here.]"
"cl-deadlyPlace-3","Let's look for treasure and then get out of here."
"cl-deadlyPlace-4","[It might look dangerous, but we're going to be fine here.|Stay close to me, I'll protect us.|If we keep a low profile, nothing can go wrong.]"
"cl-deadlyPlace-5","[May god watch over our souls.|God help us with this forsaken place.]"
"cl-deadlyPlace-6","[Fine, so we have come here to die?|At least it will all be over soon now.|Visiting this place is another testament to your abnormal stupidity.|Right, and you think coming here is a good idea?|If I didn't know better I'd say you’re deliberately trying to get us all killed.|This is the worst place ever.]"
"cl-deadlyPlace","[Ok, this is where I'm going to die.|I don't want to die here!|Quick, we need to leave right now!|Oh my god I don't want to die here!]"
"cl-disgust","[*Yuck*|Somebody should look into that!|How disgusting!|Now I've seen everything!|Will nothing spare us?|I don't want to look.|Keep that away from me!]"
"cl-dreamVisions","[Tonight I dreamed of a place.|I had a dream.|I saw something in my dreams.|I had a vision of a distant place.|The spirits have talked to me in my dreams.]"
"cl-dreamVisionsTubman","Every great dream begins with a dreamer."
"cl-eatOnlyFriend-1","I am crying, only the tears won't come."
"cl-eatOnlyFriend","The love for all living creatures is our most noble attribute."
"cl-endWorld-10","We live in the midst of forces whose effects alone we perceive."
"cl-endWorld-11","Knowledge is preferable to ignorance."
"cl-endWorld-12","It is a strange life, but I never yearn for civilisation."
"cl-endWorld-13","I am a stranger in a strange land."
"cl-endWorld-14","My comprehension is but a fraction of all I want to understand."
"cl-endWorld-15","I do not regret the suffering of my physical constitution."
"cl-endWorld-1","The new sights of nature make me rejoice like a child."
"cl-endWorld-2","How melancholy a thing is success."
"cl-endWorld-3","If danger were eliminated, where would the fun come from?"
"cl-endWorld-4","I pursue knowledge with unwavering devotion."
"cl-endWorld-5","The moral fibre of man is giving way under the influence of luxury."
"cl-endWorld-6","With confidence, you have won before you have started."
"cl-endWorld-7","Ordinary morality is only for ordinary people."
"cl-endWorld-8","Races, empires and nations come and pass, but man remains."
"cl-endWorld-9","Adventure is a worthwhile endeavour in and of itself."
"cl-endWorld","I am not apt to follow blindly the lead of other men."
"cl-evt-alreadyVisited","[Why do we keep visiting this place?|There is nothing here anymore.|I hate this place.|I love this place.|We have been here before, have we not?|We are wasting our time.|Why are we here, again?]"
"cl-expedition-start-1","[And where are we now!?|And why did we come here?|This is the place where we all will die.|This will end in blood!|So this is the place where you'll get us killed.|This will end in tears.|Nothing good awaits us here.|It will get worse from now on.]"
"cl-expedition-start-2","[Are you sure this is the correct area?|Please explain to me again, why we are here...|Let's keep a low profile and quickly find what we came for.|We should claim our prize and then leave as swiftly as possible.|There is no reward without risk.|Coming here is a great risk that I am willing to take.]"
"cl-expedition-start-3","[Ok, the first thing we need to find is gold.|I recommend we proceed to claim our loot from any of the sacred temples.|The natives of this region are said to carry a great many gold trinkets.|The expense of this endeavour is outrageous. We need to find more treasure!|Now, where do they keep the golden idols around here?]"
"cl-expedition-start-4","[I'm sure we're already being watched.|You may not have noticed, but I think we're being watched as we speak.|How about, you go find the treasure, and I stay here?|I should have never come here.|I made a mistake. When will the ship take me back?|I have a bad feeling about this...|I would much prefer to stay aboard the ship, if that is possible?|How can you guarantee our safety?]"
"cl-expedition-start-5","[I don't eat a lot, but when I do eat, it's of roman extravagance.|Thank God for me!|Everyone! Thank God for me.|This is going to be pretty shitty.]"
"cl-expedition-start","[Let's find out what this place holds for us!|I cannot wait to uncover the secrets of this land.|Whatever dangers await, I will protect us.|Remember to stay close to me once we leave the ship.]"
"cl-fever","[I'm sweating like crazy!|I feel like I'm burning.|I'm tired.|I think I have a fever.]"
"cl-friendReturn","[I am back|I'm so glad to be back.|I don't know what happened.|What happened?|I have seen things.|I really don't want to talk about it.|There are horrible things out there.|I'll never leave you again.|You won’t believe what I have experienced.]"
"cl-generic-1","[The Lord is guiding our ways.|We should pray more.]"
"cl-generic-2","[Nothing will stand in our way.|We're doing great.|I wish I could do this all day.|I'm born for adventure.|Fear not.]"
"cl-generic-3","[I wish I were somewhere else.|This is terrible.|Why, oh why did I come with you?|Going on this expedition was a horrible mistake.|I don't like this.|I wish it would all be over soon.|I'd do something different instead.]"
"cl-generic-4","[We should focus on looting the temples.|We need to find more treasures.|I don't want to go home empty handed.|I came on this expedition for the riches.]"
"cl-generic-5","[You must know what you are doing.|I'd probably do that differently.|I'm not sure if you really know what you are doing.|You have a plan, right?|Is this according to plan?]"
"cl-generic-6","[We're all going to die out here.|I'll never see home again.|I don't want to die in this forsaken land.|This is not good, not good at all.|We should not touch anything.|Can we go home now?|Haven't we seen enough already?|I'd really consider just leaving and returning home.|The longer we stay, the greater our chances are of dying here.]"
"cl-generic-cannibal","[I didn't do anything.|What are you looking at?|I'm not hungry anymore.|Life is good!|I feel great!]"
"cl-generic","[I am talking to the spirits.|The spirits are watching over us.|I sense something here.]"
"cl-ghostiesVisit-1","[Oh no this can't be good.|I don't think this is good.]"
"cl-ghostiesVisit-2","[We should take whatever they are offering. Maybe it's treasure?]"
"cl-ghostiesVisit-3","[Now these are peculiar little fellows.|Now look who is visiting.]"
"cl-ghostiesVisit-4","[Do you think they are hostile?|What if they are dangerous?|Oh my god!]"
"cl-ghostiesVisit-5","[Oh hello there!|What are these creatures?|Now they look quite friendly, don't they?]"
"cl-ghostiesVisit","[The spirits are visiting us!|The spirits!|We're finally meeting the spirits!]"
"cl-harbor-1","When on a march, assume the attitude you feel most inclined to."
"cl-harbor-2","The happiest moment in life is in departing upon a journey."
"cl-harbor-3","We are not concerned with hopes or fears, only the truth."
"cl-harbor-4","One can only travel if one accepts what every place brings."
"cl-harbor-5","The wise expect nothing, thus avoiding all disappointment."
"cl-harbor-6","Preparation is rightly two-thirds of any venture."
"cl-harbor-7","Let the future evaluate us according to our accomplishments."
"cl-harbor-recruit","[New recruits!|So who wants to join?|Join us on our adventure!|Are you made of stern stuff?|Adventure awaits those with the courage to face it head-on.|Beyond the horizon is your destiny.|Together we can accomplish great things.|Imagine the possibilities.|Do you have the pluck?]"
"cl-harbor","Humanity will draw more good than evil from new discoveries."
"cl-heal","[Thank you.|I feel much better now.|Oh, that feels better.|The bleeding stopped.|Onwards and upwards!|Another wound to add to the collection.|No such wound will cease my endeavour.|I feel a tad better, thank you.|The wooziness has passed.|How embarrassing.|Some scars to talk about over drinks.|The adventure can continue!|I thought I was going to die.]"
"cl-helpNative-10","[Not our problem. Let's move on.|What do I care for this person?]"
"cl-helpNative-11","[Not without a reward!|Let's wait until this is over and search the corpse for treasure.]"
"cl-helpNative-12","[As if we didn't have enough problems ourselves.|We should just wait this out.|I don't think we should get involved.]"
"cl-helpNative-13","[We need to help!|God commands us to help!]"
"cl-helpNative-14","[I'm not sure about this.|Should we really endanger our trek to help this person?]"
"cl-helpNative-1","[We should check the pockets for treasures.|Let's rob him.]"
"cl-helpNative-2","[This is exactly how we will all end up soon.|Dead or alive, what does it matter anymore?]"
"cl-helpNative-3","The spirits have guided us here to help."
"cl-helpNative-4","[We need to help!|We need to do something!]"
"cl-helpNative-5","[Do you really think we should spend our supplies on this person?|Probably better off dead anyway.]"
"cl-helpNative-6","[Just let nature do the rest.|Why should we care for this?|This animal deserves to die.|One less animal to take care of.]"
"cl-helpNative-7","Ready your weapons!"
"cl-helpNative-8","[This looks dangerous.|We should stay out of this.|You'll get us all killed!]"
"cl-helpNative-9","[The spirits are telling me to help this person.]"
"cl-helpNative","[We need to help this lost soul.|God guided us here to help this person.]"
"cl-hotAirBalloon-makeRoom","[You cannot be serious!|This is just vile.|After all we've been through?|You cannot do this to us!|You have to be joking.|Seriously?]"
"cl-ignore","[I can't deal with this right now.|I don't care.|I have more serious issues to attend to.|I can't be bothered right now.|There is no time for that.|I won't lose time over this.|Better to stay calm.|Wise men live longer.]"
"cl-imaginary","[Are you feeling alright?|Who are you talking to?|What's going on?|You scare me.|I think you’ve lost it.|Are you talking to me?]"
"cl-info-village","[Our maps show a nearby village|Natives have told us about a nearby village]. [We should head there first|This would be a good place to head towards|Perhaps they have tea]."
"cl-item-chocolate-1","[I don't eat a lot, but when I do eat, it's of roman extravagance.]"
"cl-item-chocolate-2","[Chocolate again?|Yeah why not, I can eat some more chocolate.|If we must.|I’ll turn into a piece of chocolate!|Really?|This is not suitable for my blood sugar.]"
"cl-item-chocolate-3","[You really think chocolate will make this any more bearable?|If we must.|Placating us with chocolate does not make you a fit leader!|Sure, feed us more sugar.]"
"cl-item-chocolate","[Delicious!|I love chocolate!|I prefer dark chocolate, but thank you.|Oh, such yumminess.|A piece of chocolate and I’m yours.|Have many wars been fought over chocolate?|The Empire for a bar of chocolate.|Oh, yes please.|Mmmmmhhhh...!|Thank you.]"
"cl-item-dynamite","[Step aside!|BOOM!|Take this, nature!|Nothing stands in the way of this expedition!|This will not go unnoticed.|I think it looks better now.|This will do.|Clear the path!]"
"cl-item-meat-animal-cooked-1","[Better than raw.|Could be worse.|I've eaten worse.|It's better than nothing.|It takes a bit of getting used to.]"
"cl-item-meat-animal-cooked-2","[I've eaten far worse.|Not bad at all.|I need something to wash this down.|We should have brought cutlery.|Where did I put my spoon.|Rather leave the seasoning to me.]"
"cl-item-meat-animal-cooked-3","[A wine would go well with this.|We need to import these animals.|The finest meat I've ever tasted.|This is something special.|What a treat.|Simply super.|The cook deserves a medal.|The Queen would be smiling.]"
"cl-item-meat-animal-cooked-bad","[One actually isn't supposed to eat that part.|You cooked it wrong!|Served to the Queen, you would be beheaded for such!|A travesty of cooking.|Was it dropped in mud before cooking?|I could cook better than this blindfolded!|Quality must mean naught where you come from!|This tastes awful!|You shame the Empire with such cooking.|You should be ashamed!|I’ve seen rats with better culinary skills!|Rather leave the seasoning to me.|The smell is nauseating.]"
"cl-item-meat-animal-cooked","[Tastes like chicken.|The finest meat I've ever tasted.|Oh, how very yummy.|It's a bit tough.|Not bad, considering.|Overcooked, but it’ll do!|Undercooked, but it’ll do!|It’ll have to do.|I will make do.|This definitely isn't medium rare.]"
"cl-item-tinCan-eat-1","I don't eat a lot, but when I do eat, it's of roman extravagance."
"cl-item-tinCan-eat-2","[How dare you feed us this stuff?|This is pauper food!|This is the last time I'm eating one of these.|Disgusting!|I'm so sick of this food.|The sight of it makes me sick.|One more spoonful and I'll vomit.]"
"cl-item-tinCan-eat-3","[Better than starving I guess.|We could at least serve it on a plate.|While these are durable, my appetite for them isn't.|Nice invention, shame about the taste.|Can we please stop eating that?|You'll regret this tonight.|I can already hear my bowels complaining!|Shouldn't we keep them as projectile weapons?]"
"cl-item-tinCan-eat-4","God bless canned food."
"cl-item-tinCan-eat-5","[This reminds me of home.|My grandmother used to eat those.|The Empire was built on beans!|You can’t go far wrong with beans in a tin.|Well at least the tin has reflective qualities...|My grandfather would swear by tinned beans.|Good old English beans.]"
"cl-item-tinCan-eat","[I'm not sure how often I can eat that.|It's ok when you’re hungry.|Good old beans.|The more you eat, the more you...|No comment!|Ask me how I feel later.|I'm starting to get sick of these.|I'll regret this tonight.]"
"cl-item-tinCan-refuse-1","Let me show you where you can stuff one of these!"
