"@authors","Iris Schäfer, Dennis Kogel, Mascha Camino, Maschinen-Mensch"
"anm-parasaurolophus","Ein gewöhnlich sehr ruhiger und friedlicher Dinosaurier der für sein üppigen üppigen Schädelkamm bekannt ist."
"anm-raptor-title","Raptor"
"anm-raptor","Ein sehr intelligenter aber extrem aggressiver, fleischfressender Dinosaurier."
"anm-tiger-battle-title","Kampftiger"
"anm-tiger-battle","Ein nur mit Mühe und Not Kampftiger. Ein wildes Tier, dass uns ohne seine Kette sofort davonlaufen oder anfallen würde."
"anm-tiger-title","Tiger"
"anm-tiger-white-title","Weißer Tiger"
"anm-sabertooth-title","Säbelzahntiger"
"anm-tiger-white","Ein nur mit Mühe und Not gezähmter weißer Tiger. Ein wildes Tier, dass uns ohne seine Kette sofort davonlaufen oder anfallen würde."
"anm-tiger","Ein nur mit Mühe und Not gezähmter Tiger. Ein wildes Tier, dass uns ohne seine Kette sofort davonlaufen oder anfallen würde."
"anm-tortoise-title","Riesen-Schildkröte"
"anm-tortoise","Eine wirklich enorm große Schildkröte. Kann sehr viele zusätzliche Kisten tragen."
"anm-waterBuffalo-title","Wasserbüffel"
"anm-waterBuffalo","Ein Wasserbüffel. Kann sehr viele zusätzliche Kisten tragen."
"attack-loki-name-1","Lokis stabiler Strahl"
"attack-loki-name-2","Lokis defensiver Strahl"
"attack-loki-name","Lokis Wechselstrahl"
"attack-name-10","Punktieren"
"attack-name-11","Zerreißender Hieb "
"attack-name-12","Flankieren"
"attack-name-13","Verteidigung"
"attack-name-14","Starke Verteidigung"
"attack-name-15","Maximale Verteidigung"
"attack-name-16","Stabile Position"
"attack-name-17","Taktischer Vorteil"
"attack-name-18","Ausweichen"
"attack-name-19","Defensives Manöver"
"attack-name-1","Doppelangriff"
"attack-name-20","Überragende Taktik"
"attack-name-21","Überwachung"
"attack-name-22","Wachposten"
"attack-name-23","Finte"
"attack-name-24","Schneller Schuss"
"attack-name-26","Schrotflintenschuss"
"attack-name-27","Schrotflintenmassaker"
"attack-name-28","Kurze Entfernung"
"attack-name-29","Stabiler Schuss"
"attack-name-2","Dreifachangriff"
"attack-name-30","Stoppender Schuss"
"attack-name-31","Kugelwand"
"attack-name-32","Kopfschuss"
"attack-name-33","Gezielter Schuss"
"attack-name-34","Geplanter Schuss"
"attack-name-35","Meisterhafter Schuss"
"attack-name-36","Peitschenknall"
"attack-name-37","Fesselnde Peitsche"
"attack-name-38","Schneidende Peitsche"
"attack-name-39","Ritual der Heilung"
"attack-name-3","Gegenschlag"
"attack-name-40","Ritual der Einheit"
"attack-name-41","Fluch des Giftes"
"attack-name-42","Alternierender Strahl"
"attack-name-43","Stabiler Strahl"
"attack-name-44","Defensiver Strahl"
"attack-name-45","Spontane Entladung"
"attack-name-46","Speerangriff"
"attack-name-47","Speerwurf"
"attack-name-48","Speerverteidigung"
"attack-name-49","Mächtiger Speer"
"attack-name-4","Schneidender Gegenschlag"
"attack-name-50","Dynamit Explosion"
"attack-name-51","Präzise Explosion"
"attack-name-52","Geplante Explosion"
"attack-name-53","Klauen"
"attack-name-54","Starke Klauen"
"attack-name-55","Furchtbare Klauen"
"attack-name-56","Zähne"
"attack-name-57","Zerschmettern"
"attack-name-58","Stampfen"
"attack-name-59","Großer Schnabel"
"attack-name-5","Verteidigender Gegenschlag"
"attack-name-60","Kleiner Schnabel"
"attack-name-61","Schwanz"
"attack-name-62","Hufe"
"attack-name-63","Rammen"
"attack-name-64","Hörner"
"attack-name-65","Panzer"
"attack-name-66","Spinnenbiss"
"attack-name-67","Durchbohrende Beine"
"attack-name-68","Tentakelpeitsche"
"attack-name-69","Durchbohrender Tentakel"
"attack-name-6","Tödlicher Gegenschlag"
"attack-name-70","Giftiger Stachel"
"attack-name-71","Gift"
"attack-name-72","Lebensentzug"
"attack-name-7","Kopfstoss"
"attack-name-8","Präziser Angriff"
"attack-name-9","Treten"
"attack-name","Angriff"
"attack-name-taunt","Provozieren"
"auction","[Ich kenne einen russischen Sammler, der das einfach lieben wird.|Es wird mir leichtfallen, das zu verkaufen.|Dieses Objekt wird einen guten Preis erzielen.|Ein perfektes Stück für eine Privatsammlung.|Machen Sie weiter so und Sie werden bald in Geld schwimmen.|Ausgezeichnet!]"
"barter-cancel","Abbrechen"
"barter-close","Verlassen"
"barter-deal","Handel"
"barter-drop","Opfern"
"barter-escape","Flucht!"
"barter-loot","Beute nehmen"
"barter-nodeal","Kein Handel"
"barter-party","Unser Inventar"
"barter-standing","Ruf +$val"
"barter-takeall","Alles Nehmen"
"barter-their","Fremdes Inventar"
"base-continue","Weiter"
"base-day","Tag"
"base-difficulty","Schwierigkeitsgrad"
"base-expedition","Expedition"
"base-explore","Erkunden"
"base-fame","Ruhm"
"base-funds","Geldmittel"
"base-level","Stufe"
"base-levelup","Nächste Stufe."
"base-nodice","Keine Würfel"
"base-posPunch","Klicke auf einen Ort"
"base-resting","Rasten"
"base-return","Zurück"
"base-sanity-travel","Reisekosten"
"base-sanity","Geistige Gesundheit"
"base-saveexit","Speichern & Ende"
"base-standing","Ruf"
"base-trekcount","Gruppen-Größe"
"base-waiting","Warten"
"base-exploring","Erkundet"
"base-xp","Entdeckerpunkte"
"base-yourdice","Deine Würfel"
"base-more","Mehr"
"base-ok","OK"
"base-next","Weiter"
"base-use","Benutzen"
"base-inv-tab","Nächste Seite"
"base-trash","Wegschmeißen"
"base-wait","Warten"
"base-toggle","Umschalten"
"base-start","Start"
"bio-drylands-jungle-name","Dschungel"
"bio-drylands-mountains-name","Bergiges Trockenland"
"bio-drylands-pits-name","Erodiertes Trockenland"
"bio-drylands-stoneForest-name","Steinwald"
"bio-elephantGraveyard-name","Graßlandschaft Sümpfe"
"bio-grasslands-generic-name","Grasland"
"bio-grasslands-jungle-name","Dschungel-Grasland"
"bio-grasslands-lakes-name","Grasland-Flüße"
"bio-grasslands-mountains-name","Bergiges Grasland"
"bio-grasslands-pits-name","Erodiertes Grasland"
"bio-grasslands-swamps-name","Grasland-Sümpfe"
"bio-grasslands-waterMountains-name","Regnerisches Berggebiet"
"bio-outside-jungle-name","Dschungel"
"bio-outside-mountains-name","Berge"
"bio-outside-pits-grass-name","Löcher"
"bio-outside-sea-arctic-name","Arktische See"
"bio-outside-sea-name","See"
"bio-outside-void-name","Nichts"
"bio-warped-corrupted-name","Verdorbene Länderein"
"bio-warped-prehistoric-name","Prehistorische Länderein"
"bio-waterTemple-name","Graßlandschaft"
"bio-whiteTiger-name","Dschungel Graßlandschaften"
"buf-bleeding-normal-title","Blutung"
"buf-bleeding-normal","Verliert 2 Lebenspunkte in jeder Runde."
"buf-bleeding-strong-title","Starke Blutung"
"buf-bleeding-strong","Verliert 3 Lebenspunkte in jeder Runde."
"buf-burning-title","Brennend"
"buf-poison-title","Vergiftet"
"buf-poison","Verliert 1 Lebenspunkte in jeder Runde."
"buf-stun-2-title","2x Benommen"
"buf-stun-title","Benommen"
"buf-stun","Unfähig anzugreifen."
"buf-taunt-title","Provozieren"
"buf-taunt","Zwingt einen Gegner ein bestimmtes Ziel anzugreifen."
"ch-buffs","Effekte"
"ch-capacity","Tragekraft"
"ch-dice","Würfel"
"ch-dismiss","Aus der Gruppe entlassen"
"ch-dismount","Absteigen"
"ch-mount","Reiten"
"ch-promote","Befördern"
"ch-toughness","Lebenskraft"
"cl-alcohol","[Ahhhhh!|Guter alter Whiskey.|Ein guter Jahrgang.|Hurra!|Zum Wohl!|Prost!|Mehr Alkohol!|Ich kann das wegstecken.|Party!|Puh, der ist stark.|Was für ein Aroma!|Lasst uns trinken.|*Hicks*]"
"cl-angry-1","[Das können Sie nicht tun!|Sie machen Witze!|Bitte bedenken Sie doch noch einmal!|Bitte nicht!|Ich flehe Sie an!]"
"cl-angry-2","[Das ist eine Unverschämtheit!|Niemals!|Das können Sie nicht machen!|Sind Sie wahnsinnig geworden?|Das werde ich nicht einfach hinnehmen!]"
"cl-angry-3","[Ich bin nicht überrascht!|Verrückt wie eh und je!|Wann ist aus Ihnen ein solches Monster geworden?|Nach dieser Expedition werde ich innerlich gestorben sein.|Eines Tages werden Sie das bereuen!|Eines Tages wird jemand über Sie richten!|Wir sind verloren!|Dafür werden Sie zur Hölle fahren!]"
"cl-angry-compensation-1","Das ist Ihre letzte Chance!"
"cl-angry-compensation","Ich verdiene eine Entschädigung!"
"cl-angry-superstitious","[Das wars! Jetzt sind wir eindeutig verflucht, vielen Dank auch!|Sie stürzen uns ins Verderben!|Wir werden für unsere Sünden büßen müssen!|Das können Sie nicht tun! Wir sind verflucht!|Sie werden uns noch alle töten!]"
"cl-angry","[Das ist einfach unakzeptabel!|Ich werde das nicht auf mir sitzen lassen!|Was soll das für ein Benehmen sein?|So etwas geziemt sich nicht!|Nein!]"
"cl-angryReturn","[Ich verzeihe Ihnen.|Ich bin gar nicht mehr wütend.|Ich brauchte nur ein wenig Zeit für mich.|Nachdem ich eine Weile darüber nachgedacht habe, kam ich zu dem Schluss, dass Sie doch nicht so furchtbar sind.]"
"cl-apply-acrophobia","[Der Mensch ist nicht für luftige Höhen geschaffen.|Wir sollten den Himmel den Vögeln überlassen.]"
"cl-apply-bipolar","[Ich fühle mich so leer.|Dieses Gefühl verwirrt mich.|Ich weiß nicht, was ich fühlen soll.|Ich habe nie so intensiv gefühlt.|Alles ist so intensiv.|Das ist alles zu viel für mich.]"
"cl-apply-claustrophobic","[Ich bekomme keine Luft!|Ich fühle mich nicht wohl.|Ich brauche frische Luft!]"
"cl-apply-lepidopterophobia","[Ich hasse Schmetterlinge.|Haben Sie einen Schmetterling gesehen?|Schmetterlinge sind widerlich.|Wussten Sie, dass Schmetterlinge Aasfresser sind?]"
"cl-apply-paranoid","[Haben Sie das gesehen!?|Wir sind nicht allein ...|Psst, still. Haben Sie das gehört?|Ich vertraue NIEMANDEM hier!|Halten Sie sich von mir fern!|Ich weiß, was Sie im Schilde führen!]"
"cl-apply-pyromaniac","[Meinen Sie nicht, dass es ein bisschen kühl ist?|Wie wäre es, wenn wir alles niederbrennen?|Haben wir noch Fackeln übrig?|Wie wäre es mit einem hübschen Feuerchen?]"
"cl-apply-superstitious","[Dieses Land wird von mächtigen Göttern beherrscht.|Wir haben etwas Uraltes erweckt.|Jemand oder ... etwas wird uns für unsere Taten bestrafen.|Wir haben die Geister dieses Landes verärgert!]"
"cl-beastMaster-recruit-1","[Glauben Sie wirklich, dass ein Tier uns hier weiterhelfen wird?|Es würde uns doch nur fressen.]"
"cl-beastMaster-recruit-2","Nur Sie würden glauben, dass es eine gute Idee wäre, ein wildes Tier mitzunehmen."
"cl-beastMaster-recruit-3","Er verlangt ja ein halbes Vermögen für diese Tiere."
"cl-beastMaster-recruit-4","[Wir müssen uns da draußen schon genug wilden Tieren stellen.|Wer sagt uns, dass diese Tiere nicht gefährlich sind?]"
"cl-beastMaster-recruit-5","Gott habe mich selig. Wirklich."
"cl-beastMaster-recruit","[Eines dieser Tiere könnte uns im Kampf sicher behilflich sein.|Ich würde nur zu gerne an der Seite dieser edlen Geschöpfe kämpfen.]"
"cl-camp-fail","[Wir können hier kein Lager aufschlagen.|Wir müssen einen anderen Ort finden.|Das ist hier nicht möglich.]"
"cl-camp-success","[Das ist ein schöner Rastplatz.|Unsere neue Heimat!|Ein guter Ort, um ein Lager aufzuschlagen.]"
"cl-cave-approach-1","[Diese Höhle gefällt mir gar nicht.|Ich setze keinen Fuß dort hinein!|Ich hasse Höhlen.|Gehen Sie ruhig weiter, wenn Sie wollen, dass ich in Panik verfalle.|Ich würde dieser Todesfalle lieber fernbleiben, danke.]"
"cl-cave-approach-2","[Diese Höhle ist mehr als nur ein bloßes Loch im Fels.|Was auch immer uns dort drinnen erwartet - die Geister werden uns führen.|Ich spüre eine starke Präsenz an diesem Ort.|Diese Höhle wird von bösen Geistern heimgesucht.]"
"cl-cave-approach-3","[Ich mag keine Höhlen.|Nicht noch eine Höhle.|Warum lassen Sie uns ständig durch Höhlen kriechen?|Ich hasse Höhlen.|Ich wette, wir haben die Fackeln vergessen.|Und jetzt erwarten Sie, dass wir dort hineingehen?|Wussten Sie, dass Fackeln sehr unzuverlässig sind?|Nein, heute bin ich nicht in Höhlenstimmung.|Müssen wir wirklich dort hineingehen?]"
"cl-cave-approach-4","[Erkunden wir die Höhle!|Ich kann nicht erwarten, zu sehen, was uns im Inneren erwartet!|Abenteuerhöhle!|Ich liebe Höhlen!|Das wird ein tolles Abenteuer!|Dann machen wir uns mal bereit, diese Höhle zu erkunden!|Na los, ab in die Höhle!]"
"cl-cave-approach-5","[Na gut, gehen wir. Es ist bestimmt ein Schatz dort drinnen.|Ich kann das Gold dort drinnen praktisch riechen.|Acht von zehn Höhlen enthalten Schätze.]"
"cl-cave-approach","[Okay, wir sollten herausfinden, was sich im Inneren befindet.|Haben wir genügend Fackeln dabei?|Wenn wir schon einmal hier sind, können wir auch gleich reinschauen.|Erkunden wir die Höhle.|Das könnte gut sein. Oder schlecht.]"
"cl-cave-sendIn-1","[Ich werde bald zurück sein.|Mal sehen, was sich dort finden lässt.|Jawohl.|Kein Problem.]"
"cl-cave-sendIn","[Das können Sie mir nicht antun!|Bitte, tun Sie das nicht!|Das ist Wahnsinn!|Niemals!|Sie werden mich umbringen!|Ich werde niemals zurückkehren!]"
"cl-celebration-audience-10","[Heirate mich!|So attraktiv!|Ich liebe dich!|Männer und Frauen, die an einem Strang ziehen!]"
"cl-celebration-audience-11","[Dieser Büffel ist riesig!|So sieht also ein Büffel aus!|Seht euch diesen Büffel an!|Wie heißt dieser Büffel?]"
"cl-celebration-audience-1","[Seht euch den Esel an|Was für ein tapferer Esel|Solch ein treues Tier]!"
"cl-celebration-audience-2","[Was für ein treuer Hund!|Ich wünschte, ich hätte so einen Hund!|Dieser Hund verdient eine eigene Medaille!]"
"cl-celebration-audience-3","[Ich kann den Alkohol bis hier riechen!|Wollen Sie den Whiskey nicht teilen?|Ist das eine Whiskeyflasche?]"
"cl-celebration-audience-4","[Was für eine Frau!|Eine Frau, wirklich?|Überlassen Sie die Abenteuerreisen den Männern!|Täuschen mich meine Augen? Ist das eine Frau?|Mach mir ein Sandwich!|Die Zeiten ändern sich.|Was für eine angenehme Überraschung für das schönere Geschlecht.|Sie ist fantastisch.|Sie sollte ihren Platz kennen!|Der Fortschritt ist unaufhaltsam.|Nicht schlecht, für eine Frau.|Sie ist ein Vorbild für uns alle!]"
"cl-celebration-audience-5","[Ein Wilder!|Wie unzivilisiert!|Was tut es hier?|Ein Primitivling!|Kann es sprechen?]"
"cl-celebration-audience-6","[Wie kann dieses Biest lebendig sein?|Dieses Biest gefällt mir nicht!|Schockschwerenot!|Was ist das?!|Kann es sprechen?|Ich hab Angst!|Diese Kreatur gehört in einen Zoo!|Wie abscheulich diese Kreatur ist!]"
"cl-celebration-audience-7","[Ganz alleine?!|Wo sind die anderen?|Ein einsamer Triumph?|Da fragt man sich doch, was mit der restlichen Crew geschehen ist ...|Muss eine einsame Reise gewesen sein.|Ist der Rest des Teams umgekommen?|Nur eine Person?]"
"cl-celebration-audience-8","[Tiermeister!|Da scheint jemand Tiere zu mögen.|Da zieht jemand wohl Tiere den Menschen vor.|Pfft, kann bestimmt auch mit Tieren sprechen.]"
"cl-celebration-audience-9","[Was sollen all die Soldaten?|Da steht wohl jemand auf Männer in Uniform.|Kehren sie etwa von einem Krieg zurück?]"
"cl-celebration-audience","[Bravo|Hurra|Fantastisch|Brillant|Heldenhaft|Wunderbar|Aus dem Weg|Für Krone und Vaterland|Für das Königreich|Gott schütze die Königin|Unglaublich|Exzellent|Was für ein Tag|So tapfer|Was für ein Anblick|Fürwahr]!"
"cl-celebration-party-1","[Darauf sollten wir anstoßen!|*hicks*|Prost!|Darauf ein Whiskey!]"
"cl-celebration-party-2","[Ich füge mich nur dem Willen Gottes!|Gott segne euch!|Ich will nur helfen!]"
"cl-celebration-party-3","[Was auch immer.|Mir soll es gleich sein.|Ich hoffe, Sie sind jetzt glücklich.|Wer ist jetzt ein großer Held?]"
"cl-celebration-party-4","[Warum starren mich all diese Leute an?|Das fühlt sich nicht gut an.|All das mir zuliebe?|Daran werde ich mich erst gewöhnen müssen.|Zu viele Menschen.]"
"cl-celebration-party-5","[Endlich wieder Zivilisation.|Beruhigt euch, ich bin wieder da.|Es ist alles so anders.|Schön, wieder hier zu sein.]"
"cl-celebration-party","[Danke!|Ich bin überwältigt!|Wie freundlich!|Vielen Dank!|Oh, das ist einfach fabelhaft!|Einfach großartig!|Das ist wunderbar!]"
"cl-cocaLeaves-crowley","Das Glück ruht im Inneren; um es nach außen zu befördern, bedarf es Kokablättern."
"cl-cocaLeaves","[Wahrlich stimulierend!|Alles ist so bunt.|Das sollte helfen, danke.|Ich fühle mich so frisch!|Gehen wir weiter!|Ich bin gar nicht mehr müde.]"
"cl-confirm-explorer-female","[Jawohl, Madam|Ja, Ma’am]."
"cl-confirm-explorer-male","[Ja, Sir.|Alles klar, Mister.]"
"cl-cook-meat-fail","[Ups!|Nein, das ist nicht gut.|Hoppla, das sollten Sie lieber nicht essen.]"
"cl-cook-meat","[Eh voila!|Bon appetit.|S'il vous plait.|Avec plaisir.]"
"cl-cultist-injureSelf","[Mir geht’s gut, alles ist gut.|Das wird alles in Ordnung kommen.|Es wird alles bald vorbei sein.|Ich zeichne mich nur, keine Sorge.|Ich bin bereit für die Verwandlung.|Mein Körper ist lediglich das Gefäß für etwas Größeres.]"
"cl-deadlyPlace-1","[Sie finden also, es wäre eine gute Idee, diesen Ort aufzusuchen?|Klar, warum bleiben wir nicht noch ein wenig länger und sterben einen grausamen Tod?|Nur Sie würden denken, es sei eine gute Idee, hierherzukommen.|Wir könnten genauso gut mit den Krokodilen baden.|Sie scheinen uns alle umbringen zu wollen.|Das kann nicht Ihr Ernst sein. Wir müssen sofort weg hier.]"
"cl-deadlyPlace-2","[Ich spüre viele ruhelose Seelen an diesem Ort.|Der Duft des Todes hängt in der Luft.|Ich spüre den Tod.|Der Tod lauert an diesem Ort.]"
"cl-deadlyPlace-3","Holen wir uns die Schätze und verschwinden wir von hier."
"cl-deadlyPlace-4","[Es mag gefährlich aussehen, aber ich bin sicher, alles wird gut.|Bleiben Sie bei mir, ich werde Sie beschützen.|Wenn wir uns bedeckt halten, wird schon nichts schiefgehen.]"
"cl-deadlyPlace-5","[Möge Gott über unsere Seelen wachen.|Möge Gott uns an diesem verlassenen Ort zur Seite stehen.]"
"cl-deadlyPlace-6","[Aha, wir sind dann also zum sterben hier?|Zumindest wird es jetzt bald vorbei sein.|Diesen Ort aufzusuchen, ist nur ein weiterer Beleg für Ihre unfassbare Torheit.|Klar, und Sie hielten es für eine gute Idee, hierherzukommen?|Wenn ich es nicht besser wüsste, würde ich sagen, Sie versuchen, uns umzubringen.|Das muss der schlimmste Ort der Welt sein.]"
"cl-deadlyPlace","[Okay, hier komme ich nicht lebend raus.|Ich will nicht hier sterben!|Schnell, wir müssen hier weg!|Oh mein Gott, ich bin zu jung, um zu sterben!]"
"cl-disgust","[*Bah*|Jemand sollte sich das ansehen!|Widerlich!|Jetzt habe ich alles gesehen!|Gibt es denn kein Erbarmen?|Ich will das nicht sehen!|Halten Sie das von mir fern!]"
"cl-dreamVisions","[In dieser Nacht träumte ich von einem Ort.|Ich hatte einen Traum.|Ich habe etwas in meinen Träumen gesehen.|Ich hatte eine Vision von einem weitentfernten Ort.|Die Geister haben im Traum zu mir gesprochen.]"
"cl-dreamVisionsTubman","Jeder Traum beginnt mit einem Träumer."
"cl-eatOnlyFriend-1","Ich weine, doch die Tränen kommen nicht."
"cl-eatOnlyFriend","Die Liebe für alle lebenden Kreaturen ist unsere edelste Eigenschaft."
"cl-endWorld-10","Wir nehmen lediglich die Effekte der Kräfte wahr, die uns umgeben."
"cl-endWorld-11","Das Wissen ist der Ignoranz vorzuziehen."
"cl-endWorld-12","Es ist ein fremdartiges Leben, doch nie sehnte ich mich nach der Zivilisation."
"cl-endWorld-13","Ich bin eine Fremde in einem fremden Land."
"cl-endWorld-14","Mein Verständnis ist nur ein Bruchteil all dessen, was ich zu verstehen trachte."
"cl-endWorld-15","Die Einbußen meiner körperlichen Verfassung bereue ich in keinster Weise."
"cl-endWorld-1","Die neuen Funde der Natur lassen mich wie ein Kind frohlocken."
"cl-endWorld-2","Erfolg ist eine wahrlich melancholische Angelegenheit."
"cl-endWorld-3","Wenn es keine Gefahr gäbe, wo wäre dann der Spaß?"
"cl-endWorld-4","Mit unerschütterlicher Hingabe folge ich dem Weg des Wissens."
"cl-endWorld-5","Der Charakter des Menschen erschlafft unter dem Einfluss von Luxus."
"cl-endWorld-6","Mit Selbstvertrauen hast du gesiegt, bevor du überhaupt angefangen hast."
"cl-endWorld-7","Nur gewöhnliche Menschen haben eine gewöhnliche Moral."
"cl-endWorld-8","Völker, Reiche und Nationen mögen vergehen, doch der Mensch überdauert."
"cl-endWorld-9","Abenteuer lohnen sich um ihrer selbst willen."
"cl-endWorld","Ich habe kein Talent darin, der Führung anderer Männer blind zu folgen."
"cl-evt-alreadyVisited","[Warum kommen wir ständig hierhin zurück?|Hier gibt es nichts mehr für uns.|Ich hasse diesen Ort.|Ich liebe diesen Ort.|Wir waren schon einmal hier, nicht wahr?|Wir verschwenden unsere Zeit.]"
"cl-expedition-start-1","[Wo sind wir jetzt noch gleich?|Und warum sind wir hier?|Dies ist das Land, in dem wir alle sterben werden.|Das ist also der Ort, an dem Sie uns alle umkommen lassen wollen.|Das wird nicht gut enden.|Nichts Gutes wird sich hieraus ergeben.|Von nun an wird es nur schlimmer.]"
"cl-expedition-start-2","[Sicher, dass wir am richtigen Ort sind?|Bitte erklären Sie mir noch einmal, was wir hier machen.|Lasst uns nicht zu viel Aufmerksamkeit erregen und uns holen, wofür wir gekommen sind.|Wir sollten uns holen, wofür wir gekommen sind und so schnell wie möglich verschwinden.|Hierherzukommen ist ein Risiko, dass ich einzugehen bereit war.]"
"cl-expedition-start-3","[Okay, zuallererst sollten wir das Gold finden.|Ich schlage vor, wir gehen los und plündern ein paar heilige Tempel.|Die Ureinwohner dieser Region sollen eine Menge Goldschmuck besitzen.|Die Kosten für dieses Unterfangen sind unglaublich. Wir müssen mehr Schätze finden.|Wo bewahren die Leute hier ihren goldenen Steingötzen auf?]"
"cl-expedition-start-4","[Ich bin mir sicher, dass wir schon jetzt beobachtet werden.|Sie mögen es nicht bemerkt haben, aber ich glaube, wir werden beobachtet.|Ich hätte nie hierherkommen sollen.|Ich habe einen Fehler gemacht. Wann reist dieses Schiff wieder ab?|Ich würde gerne auf dem Schiff bleiben, wenn das geht.|Wie können Sie für unsere Sicherheit garantieren?]"
"cl-expedition-start-5","[Ich esse nicht viel, aber wenn ich esse, kommt es einem spätrömischen Festmahl gleich.|Gott habe mich selig!|Leute! Dankt Gott für meine Anwesenheit.|Das wird richtig scheiße.]"
"cl-expedition-start","[Finden wir heraus, was dieser Ort für uns bereithält!|Ich kann es nicht erwarten, die Geheimnisse dieses Landes zu enthüllen.|Was auch immer uns hier erwartet, ich werde uns beschützen.|Denken Sie daran, in meiner Nähe zu bleiben, sobald wir das Schiff verlassen haben.]"
"cl-fever","[Ich schwitze wie verrückt!|Ich fühle mich als ob ich brennen würde.|Ich kann nicht mehr.|Ich glaube ich habe Fieber.]"
"cl-friendReturn","[Ich bin zurück.|Ich bin so froh, wieder hier zu sein.|Ich weiß auch nicht genau, was geschehen ist.|Was ist geschehen?|Ich habe Dinge gesehen.|Ich möchte nicht darüber reden.|Da draußen lauern Schrecken ohnegleichen.|Ich werde Sie nie wieder verlassen.|Sie werden nicht glauben, was ich erlebt habe.]"
"cl-generic-1","[Der Herr wird uns den Weg weisen.|Wir sollten mehr beten.]"
"cl-generic-2","[Nichts wird uns im Wege stehen.|Alles läuft super.|Ich wünschte, wir könnten das den ganzen Tag lang tun.|Ich wurde fürs Abenteuer geschaffen.|Keine Angst.]"
"cl-generic-3","[Ich wünschte, ich wäre woanders.|Das ist furchtbar.|Warum bin ich nur mit Ihnen mitgegangen?|Es war ein furchtbarer Fehler, auf diese Expedition zu gehen.|Das gefällt mir nicht.|Ich wünschte, es wäre endlich vorüber.|Ich würde etwas anderes tun.]"
"cl-generic-4","[Wir sollten uns darauf konzentrieren, die Tempel zu plündern.|Wir müssen weitere Schätze finden.|Ich möchte nicht mit leeren Händen heimkehren.|Ich bin auf diese Expedition gegangen, um reich zu werden.]"
"cl-generic-5","[Sie müssen wissen, was Sie tun.|Ich würde das wahrscheinlich anders handhaben.|Ich bin mir nicht sicher, ob Sie wissen, was Sie tun.|Aber Sie haben einen Plan, richtig?|Läuft das alles nach Plan?]"
"cl-generic-6","[Wir werden alle hier draußen sterben.|Ich werde meine Heimat nie wiedersehen.|Ich will nicht in diesem gottverlassenen Land sterben.|Das ist nicht gut, das ist überhaupt nicht gut.|Wir sollten nichts anfassen.|Können wir jetzt heimkehren?|Haben wir nicht schon genug gesehen?|Ich würde wirklich darüber nachdenken, einfach umzukehren und heimzugehen.|Je länger wir bleiben, desto hörer sind unsere Chancen auf einen grausamen Tod.]"
"cl-generic-cannibal","[Ich habe nichts gemacht.|Warum sehen Sie mich so an?|Ich bin gar nicht mehr hungrig.|Das Leben ist toll!|Ich fühle mich großartig!]"
"cl-generic","[Ich kommuniziere mit den Geistern.|Die Geister wachen über uns.|Ich spüre etwas an diesem Ort.]"
"cl-ghostiesVisit-1","[Oh nein, das kann nichts Gutes verheißen.|Ich glaube nicht, dass das gut ist.]"
"cl-ghostiesVisit-2","[Wir sollten nehmen, was immer sie uns anzubieten haben. Es könnte sich um Schätze handeln!]"
"cl-ghostiesVisit-3","[Na, das sind mal absonderliche kleine Gestalten.|Wen haben wir denn da?]"
